property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,built_up_area,study room,servant room,store room,pooja room,others,age_category,furnishing_type,luxury_score,combined_rating,coordinates,latitude,longitude
flat,emaar digihomes,sector 62,3.95,15263.0,3,3,3,33.0,East,2876.0,0,1,0,0,0,New Property,Furnished,23,4.25,"28.4139° N, 77.0886° E",28.4139, 77.0886
flat,apex our homes,sector 37,0.38,4108.0,2,2,1,9.0,East,925.0,0,0,0,0,0,Relatively New,Unfurnished,47,4.25,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,signature the roselia,sector 95,0.415,6194.0,2,2,2,12.0,North,670.0,1,0,0,0,0,New Property,Furnished,45,3.8,"28.4172° N, 76.9081° E",28.4172, 76.9081
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4,4,3,15.0,East,1828.0,0,0,0,0,0,New Property,Unfurnished,27,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,signature global the millennia 3,sector 37,0.5,7143.0,3,3,2,2.0,North-East,778.0,0,0,0,0,0,Relatively New,Unfurnished,14,4.0,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,sare crescent parc,sector 92,0.8,6033.0,3,2,2,3.0,North-East,1473.0,0,0,0,0,0,Relatively New,Unfurnished,12,3.6,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,imperia the esfera,sector 37,0.86,4886.0,3,3,2,0.0,North-East,1593.0,0,0,0,0,1,New Property,Unfurnished,19,4.25,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,East,1529.0,0,0,0,0,0,New Property,Unfurnished,68,4.75,"28.3986° N, 76.9384° E",28.3986, 76.9384
flat,m3m golfestate,sector 65,5.9,17544.0,3,3,3,9.0,North-East,3043.0,1,0,0,0,0,Moderately Old,Semi-Furnished,14,5.0,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,raheja teachers apartments,sector 31,1.2,7273.0,3,2,2,1.0,East,1450.0,0,0,0,0,1,Moderately Old,Semi-Furnished,67,2.6,"28.4528° N, 77.0498° E",28.4528, 77.0498
flat,eldeco accolade,sohna road,0.955,6555.0,2,2,3,8.0,North-East,1131.0,1,0,0,0,0,Relatively New,Unfurnished,21,4.4,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,emaar mgf the palm drive,sector 66,2.8,14359.0,3,3,2,12.0,East,1920.0,1,1,0,1,0,New Property,Semi-Furnished,51,4.8,"28.3925° N, 77.0541° E",28.3925, 77.0541
flat,gls arawali homes,sohna road,0.28,4308.0,2,2,2,12.0,East,588.0,0,0,0,0,0,New Property,Unfurnished,0,4.2,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,11998.0,3,3,2,1.0,North-East,1337.0,0,0,0,0,0,New Property,Unfurnished,41,4.4,"28.4750° N, 76.9715° E",28.4750, 76.9715
flat,laxmi pareena,sector 99,0.3,6667.0,2,1,0,12.0,North,500.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.25,"28.4640° N, 76.9614° E",28.4640, 76.9614
flat,the new crpf apartments,sector 9,0.75,5814.0,3,3,3,6.0,East,1433.0,0,0,0,1,0,Old Property,Unfurnished,18,4.0,"28.4603° N, 77.0000° E",28.4603, 77.0000
flat,bptp astaire gardens,sector 70,1.7,8947.0,4,3,3,1.0,North-East,2111.0,0,0,0,0,0,Relatively New,Furnished,21,4.4,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,experion windchants,sector 112,3.1,20667.0,2,2,3,9.0,South,1667.0,1,1,1,0,0,Relatively New,Furnished,55,4.6,"28.5189° N, 77.0183° E",28.5189, 77.0183
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,North-East,733.0,0,0,0,0,0,New Property,Unfurnished,35,4.38,"28.4640° N, 76.9614° E",28.4640, 76.9614
flat,godrej habitat,sector 3,1.3,9003.0,2,2,2,6.0,North-East,1604.0,0,0,0,0,0,Relatively New,Unfurnished,32,4.38,"28.4909° N, 77.0176° E",28.4909, 77.0176
flat,gls arawali homes,sohna road,0.26,4514.0,2,2,2,5.0,East,640.0,0,0,0,0,0,New Property,Unfurnished,47,4.2,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,mvn athens,sohna road,0.24,4211.0,2,2,1,12.0,East,516.0,0,0,0,0,0,Relatively New,Unfurnished,33,4.3,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,shree vardhman mantra,sector 67,0.56,7000.0,2,2,1,8.0,North,889.0,0,0,0,0,0,New Property,Unfurnished,50,4.0,"28.3859° N, 77.0608° E",28.3859, 77.0608
flat,raheja atlantis,sector 31,5.5,18688.0,4,5,3+,1.0,North,2663.0,1,1,0,1,0,Relatively New,Unfurnished,53,4.0,"28.4528° N, 77.0498° E",28.4528, 77.0498
flat,dlf new town heights,sector 91,1.8,7679.0,4,4,3+,6.0,West,2604.0,0,1,0,1,0,Moderately Old,Unfurnished,48,4.0,"28.4014° N, 76.9225° E",28.4014, 76.9225
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,North-East,1746.0,0,0,0,1,0,Relatively New,Unfurnished,48,5.0,"28.3986° N, 76.9384° E",28.3986, 76.9384
flat,tashee capital gateway,sector 111,0.9607,6500.0,2,2,1,4.0,North,1338.0,1,0,0,0,0,Relatively New,Unfurnished,43,4.2,"28.5238° N, 77.0320° E",28.5238, 77.0320
flat,raheja atharva,sector 109,0.79,7932.0,3,2,2,3.0,North,1213.0,0,0,0,0,0,Relatively New,Furnished,36,3.6,"28.5073° N, 77.0089° E",28.5073, 77.0089
flat,breez global heights,sohna road,0.42,6422.0,2,2,2,2.0,North-East,564.0,0,0,0,0,0,New Property,Unfurnished,42,5.0,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3,3,3+,3.0,East,1841.0,0,0,0,0,0,New Property,Furnished,15,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,central park 2 bellevue,sector 48,5.0,11628.0,3,4,3,14.0,North-East,4778.0,0,0,0,0,0,Moderately Old,Unfurnished,49,4.25,"28.4177° N, 77.0359° E",28.4177, 77.0359
flat,tulip orange,sector 70,1.0,10309.0,3,2,2,3.0,East,1078.0,0,0,0,0,0,Moderately Old,Unfurnished,43,4.0,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,central park 2 bellevue,sector 48,2.75,10755.0,3,4,3+,3.0,North-East,2574.0,0,0,0,0,0,Moderately Old,Unfurnished,18,4.25,"28.4177° N, 77.0359° E",28.4177, 77.0359
flat,sobha city,sector 108,2.4,17379.0,2,2,2,14.0,East,1250.0,0,0,0,0,0,New Property,Furnished,65,4.38,"28.5134° N, 76.9830° E",28.5134, 76.9830
flat,birla navya,sector 63,3.15,14631.0,3,3,3,4.0,East,2389.608,0,0,0,0,1,Relatively New,Unfurnished,22,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,ashiana mulberry,sohna road,0.95,6485.0,2,2,3+,3.0,North-East,1175.97,1,0,0,0,0,New Property,Unfurnished,55,4.25,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,godrej nature plus,sector 33,1.4,15119.0,3,2,3+,20.0,East,113.0,0,0,0,0,0,New Property,Unfurnished,51,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,central park flower valley,sector 33,2.15,13522.0,3,3,3+,1.0,North-East,1439.0,0,0,0,0,0,New Property,Unfurnished,29,4.25,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,tarc maceo,sector 91,1.8,7759.0,3,3,3+,0.0,North,2578.0,0,0,0,1,0,Relatively New,Semi-Furnished,38,4.4,"28.4014° N, 76.9225° E",28.4014, 76.9225
flat,pareena laxmi apartments,sector 99,0.31,5905.0,2,2,2,6.0,East,583.0,0,0,0,0,0,New Property,Unfurnished,41,3.8,"28.4640° N, 76.9614° E",28.4640, 76.9614
flat,signature global city 37d ph 2,sector 37,1.07,8237.0,3,3,2,2.0,North-East,1450.0,0,0,0,0,0,Relatively New,Unfurnished,56,4.0,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,South,1505.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.8,"28.5134° N, 76.9830° E",28.5134, 76.9830
flat,eldeco accolade,sohna road,1.1,7550.0,3,2,3,13.0,East,1319.0,0,0,0,0,0,Relatively New,Unfurnished,34,4.4,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,woodstock floors,sector 50,1.05,10628.0,2,2,2,2.0,North,1098.0,0,0,0,0,0,Moderately Old,Unfurnished,31,5.0,"28.4178° N, 77.0628° E",28.4178, 77.0628
flat,mvn athens,sohna road,0.25,3671.0,2,2,1,11.0,East,681.0,0,0,0,0,0,Relatively New,Furnished,43,4.3,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,adani aangan galleria,sector 89,0.42,4941.0,2,2,2,3.0,East,769.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0,"28.4253° N, 76.9439° E",28.4253, 76.9439
flat,birla navya,sector 63,2.1,16667.0,2,2,2,2.0,West,1400.0,0,0,0,0,0,Relatively New,Unfurnished,34,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,ramsons kshitij,sector 95,0.19,591.0,1,1,1,14.0,East,3569.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.1,"28.4172° N, 76.9081° E",28.4172, 76.9081
flat,the arzoo cghs,sector 51,2.1,9130.0,4,4,3,1.0,North,2300.0,0,0,0,0,0,Relatively New,Unfurnished,43,4.5,"28.4320° N, 77.0686° E",28.4320, 77.0686
flat,sare crescent parc,sector 92,1.44,7069.0,4,4,3,8.0,East,2267.0,0,0,0,0,0,Relatively New,Unfurnished,32,3.6,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,sare crescent parc,sector 92,0.7084999999999999,4934.0,3,3,2,6.0,East,1596.0,0,0,0,0,0,Relatively New,Unfurnished,32,3.6,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,breez global heights,sohna road,0.21,5330.0,1,1,1,2.0,North-East,438.0,0,0,0,0,0,Relatively New,Unfurnished,12,5.0,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3,3,3,15.0,North-East,1653.0,0,0,0,0,0,Relatively New,Unfurnished,94,4.4,"28.4750° N, 76.9715° E",28.4750, 76.9715
flat,signature the roselia,sector 95,0.415,7293.0,2,2,2,12.0,South,670.0,0,0,0,0,0,New Property,Furnished,47,3.8,"28.4172° N, 76.9081° E",28.4172, 76.9081
flat,sare homes,sector 92,0.56,4730.0,3,1,3,1.0,East,1316.0,0,0,0,0,0,Moderately Old,Furnished,58,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,8.0,East,800.0,0,0,0,0,0,Relatively New,Unfurnished,16,3.6,"28.5095° N, 77.0320° E",28.5095, 77.0320
flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3,2.0,East,1900.0,0,1,0,0,0,Old Property,Semi-Furnished,12,4.5,"28.3515° N, 76.9428° E",28.3515, 76.9428
flat,bestech park view ananda,sector 81,1.35,7542.0,3,3,3+,8.0,North,1989.0,0,0,0,0,0,Old Property,Unfurnished,72,5.0,"28.3867° N, 76.9485° E",28.3867, 76.9485
flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,North,1806.0,0,0,0,0,0,New Property,Unfurnished,45,4.3,"28.5287° N, 77.0233° E",28.5287, 77.0233
flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,North-East,584.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,North,2060.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.8,"28.5134° N, 76.9830° E",28.5134, 76.9830
flat,sare crescent parc,sector 92,0.87,4971.0,4,4,2,2.0,East,1584.0,0,0,1,0,0,Moderately Old,Semi-Furnished,67,3.6,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,paras irene,sector 70,1.3,9220.0,2,2,3,19.0,North-East,1426.0,0,0,0,0,0,Moderately Old,Furnished,23,4.4,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,signature the roselia,sector 95,0.48,7164.0,2,2,2,6.0,East,744.0,0,0,0,0,0,Relatively New,Unfurnished,14,3.8,"28.4172° N, 76.9081° E",28.4172, 76.9081
flat,m3m woodshire,sector 107,0.94,6881.0,2,2,3+,1.0,East,1236.0,0,0,0,0,0,Moderately Old,Unfurnished,68,4.6,"28.5052° N, 76.9729° E",28.5052, 76.9729
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,North-East,991.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,South-West,590.0,0,0,0,0,0,Relatively New,Furnished,10,4.3,"28.4104° N, 77.0281° E",28.4104, 77.0281
flat,central park flower valley aqua front towers,sector 33,1.7,9450.0,3,3,3+,5.0,East,1697.0,0,0,0,0,0,New Property,Furnished,33,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,rwa,sector 7,0.48,6000.0,3,2,1,1.0,North-East,889.0,0,0,0,0,0,New Property,Unfurnished,10,4.0,"28.4644° N, 77.0143° E",28.4644, 77.0143
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,West,995.0,0,0,0,0,0,Moderately Old,Furnished,10,4.5,"28.5121° N, 77.0478° E",28.5121, 77.0478
flat,aipl joy square,sector 63,0.7,10101.0,1,1,0,7.0,West,693.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,signature global city 63a,sector 63,1.55,14776.0,2,2,2,2.0,East,1167.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,housing board colony,sector 51,0.3,7317.0,1,1,2,0.0,South,459.0,0,0,0,0,0,Old Property,Unfurnished,0,4.5,"28.4320° N, 77.0686° E",28.4320, 77.0686
flat,vatika gurgaon,sector 83,0.87,6988.0,2,2,2,3.0,East,1127.0,0,0,0,0,0,Moderately Old,Unfurnished,13,4.2,"28.3986° N, 76.9647° E",28.3986, 76.9647
flat,today callidora,sector 73,1.0,7692.0,2,2,2,13.0,East,1444.0,0,0,0,0,0,New Property,Unfurnished,0,4.3,"28.4072° N, 77.0118° E",28.4072, 77.0118
flat,ireo the corridors,sector 67,1.3,10031.0,2,2,2,1.0,North,1296.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.5,"28.3859° N, 77.0608° E",28.3859, 77.0608
flat,dlf 76,sector 76,4.0,11429.0,4,4,2,4.0,North-East,3889.0,1,1,0,0,0,Under Construction,Furnished,56,4.3,"28.3935° N, 76.9888° E",28.3935, 76.9888
flat,ats marigold,sector 89,1.85,8605.0,3,3,3+,12.0,South-West,1946.0,0,1,0,0,0,New Property,Unfurnished,16,4.0,"28.4253° N, 76.9439° E",28.4253, 76.9439
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,North,1950.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.5,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,parsvnath exotica,sector 53,4.8,14679.0,3,4,3+,12.0,North-West,2895.0,0,0,0,0,0,New Property,Unfurnished,46,3.8,"28.4433° N, 77.0948° E",28.4433, 77.0948
flat,godrej nature plus,sector 33,1.3,8349.0,3,2,3+,18.0,North,1409.0,0,0,0,0,0,New Property,Unfurnished,35,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,imperia the esfera,sector 37,0.9,6272.0,3,3,3,9.0,East,1435.0,0,0,0,0,0,Relatively New,Unfurnished,37,4.25,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,West,2801.0,0,0,0,0,0,Old Property,Unfurnished,0,5.0,"28.4629° N, 77.0772° E",28.4629, 77.0772
flat,aipl zen residences,sector 70,1.4,11094.0,2,2,2,16.0,North-East,1262.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,South,1200.0,0,0,0,0,0,Moderately Old,Unfurnished,0,3.4,"28.4104° N, 77.0281° E",28.4104, 77.0281
flat,godrej nature plus,sector 33,1.35,8671.0,3,2,3+,17.0,East,1409.0,0,0,0,0,0,New Property,Unfurnished,35,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,ansal heights 86,sector 86,0.95,5621.0,3,2,1,6.0,East,1878.0,0,0,0,0,0,New Property,Unfurnished,12,4.75,"28.3986° N, 76.9384° E",28.3986, 76.9384
flat,shree vardhman flora,sector 90,0.7,4614.0,2,2,3,9.0,North-East,1224.0,1,0,0,0,1,New Property,Unfurnished,35,4.8,"28.4085° N, 76.9369° E",28.4085, 76.9369
flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,South-West,2204.25,0,1,0,0,0,Relatively New,Semi-Furnished,88,4.4,"28.5134° N, 76.9830° E",28.5134, 76.9830
flat,hcbs sports ville,sohna road,0.2,4219.0,1,1,1,3.0,East,473.99,0,0,0,0,0,New Property,Unfurnished,42,3.6,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,East,905.0,0,0,0,0,0,Moderately Old,Unfurnished,33,3.6,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,East,1507.0,0,0,0,0,0,Relatively New,Unfurnished,39,4.3,"28.5287° N, 77.0233° E",28.5287, 77.0233
flat,ats marigold,sector 89,1.7,9714.0,3,3,3+,8.0,North,1944.0,1,0,0,0,0,Under Construction,Unfurnished,41,4.0,"28.4253° N, 76.9439° E",28.4253, 76.9439
flat,avl 36 gurgaon,sector 36,0.65,8953.0,2,2,2,7.0,West,657.0,0,0,0,0,0,Relatively New,Unfurnished,52,3.8,"28.4160° N, 76.9914° E",28.4160, 76.9914
flat,dlf the arbour,sector 63,7.52,18999.0,4,4,3,15.0,West,3956.0,0,0,0,0,0,Relatively New,Unfurnished,43,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,North-East,2553.0,0,1,0,0,0,New Property,Unfurnished,40,4.3,"28.5287° N, 77.0233° E",28.5287, 77.0233
flat,godrej nature plus,sector 33,1.2,14371.0,2,2,3,1.0,East,86.0,0,0,0,0,0,New Property,Unfurnished,44,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,tulip lemon,sector 69,0.6,10000.0,2,1,1,12.0,North-East,667.0,0,0,0,0,0,Relatively New,Unfurnished,18,4.0,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,5,3,0.0,North,2167.0,0,0,0,0,0,New Property,Unfurnished,48,4.5,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,signature global synera,sector 81,0.48,8027.0,2,2,1,14.0,South,547.0,0,0,0,0,0,Relatively New,Furnished,8,3.5,"28.3867° N, 76.9485° E",28.3867, 76.9485
flat,sahara grace,sector 28,4.3,12421.0,3,4,3,5.0,East,3133.0,0,1,1,0,0,Old Property,Unfurnished,24,3.88,"28.4728° N, 77.0865° E",28.4728, 77.0865
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,3.0,East,998.0,1,0,0,0,1,New Property,Unfurnished,60,4.0,"28.4253° N, 76.9439° E",28.4253, 76.9439
flat,aipl peaceful homes,sector 70,2.75,12791.0,3,3,3+,14.0,North-East,2150.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,bptp astaire gardens,sector 70,1.2,7059.0,3,3,3+,2.0,North-East,1450.0,0,0,0,0,0,Relatively New,Semi-Furnished,30,4.4,"28.3968° N, 77.0233° E",28.3968, 77.0233
flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,East,778.0,0,0,0,0,0,New Property,Unfurnished,62,4.3,"28.5007° N, 77.0003° E",28.5007, 77.0003
flat,signature global city,sector 37,1.1,8494.0,3,3,2,2.0,North,1439.0,0,0,0,0,0,Relatively New,Unfurnished,19,4.0,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,pareena mi casa,sector 68,1.15,9237.0,2,2,3,8.0,East,1127.0,0,0,0,0,0,New Property,Unfurnished,23,4.0,"28.3853° N, 77.0484° E",28.3853, 77.0484
flat,huda housing board society,sector 52,0.45,9740.0,1,1,0,0.0,North-West,513.0,0,0,0,1,0,Moderately Old,Furnished,28,4.5,"28.4379° N, 77.0785° E",28.4379, 77.0785
flat,signature the serenas,sohna road,0.45,8475.0,2,2,1,10.0,East,590.0,0,0,0,0,0,New Property,Unfurnished,10,4.25,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,signature global orchard avenue,sector 93,0.4,5479.0,2,2,0,0.0,North,730.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.2,"28.4153° N, 76.9326° E",28.4153, 76.9326
flat,trisara our homes 3,sohna road,0.4029999999999999,4478.0,2,2,2,1.0,North,900.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,m3m heights,sector 65,2.25,13612.0,2,2,3,5.0,East,1592.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.25,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3,3,3+,1.0,West,3077.0,0,0,0,0,0,New Property,Unfurnished,56,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,North-West,1800.0,0,0,0,0,0,Relatively New,Unfurnished,33,4.5,"28.3935° N, 76.9600° E",28.3935, 76.9600
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,West,1100.0,0,0,0,0,0,Relatively New,Unfurnished,30,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,m3m heights,sector 65,1.9,14996.0,2,2,3,4.0,East,1141.0,0,0,0,0,0,Relatively New,Unfurnished,41,4.25,"28.4030° N, 77.0690° E",28.4030, 77.0690
flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,East,1652.0,0,0,0,0,0,New Property,Unfurnished,39,4.7,"28.4347° N, 76.9557° E",28.4347, 76.9557
flat,m3m skywalk,sector 74,2.7,13380.0,3,3,3,13.0,South,1826.0,0,0,1,0,0,New Property,Unfurnished,61,4.3,"28.4158° N, 77.0118° E",28.4158, 77.0118
flat,signature global park,sohna road,0.54,6391.0,2,2,3,4.0,East,676.0,0,0,0,0,0,New Property,Unfurnished,22,4.8,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,hcbs sports ville,sohna road,0.22,3143.0,1,1,1,1.0,East,778.0,0,0,0,0,0,New Property,Unfurnished,54,3.6,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,gls arawali homes,sohna road,0.29,6029.0,2,2,2,9.0,East,534.0,0,0,0,0,0,Relatively New,Unfurnished,36,4.2,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,global hill view,sector 11,0.325,4271.0,2,2,0,11.0,East,761.0,0,0,0,0,0,Old Property,Unfurnished,0,4.25,"28.4531° N, 77.0202° E",28.4531, 77.0202
flat,zara aavaas,sector 104,0.2,6645.0,1,1,1,3.0,North-East,301.0,0,0,0,0,0,Relatively New,Unfurnished,40,4.0,"28.4788° N, 76.9960° E",28.4788, 76.9960
flat,chintamani,sector 103,1.57,8509.0,3,3,3,1.0,North-East,1845.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0,"28.4949° N, 76.9845° E",28.4949, 76.9845
flat,signature global city,sector 37,0.8,8421.0,2,2,2,2.0,East,860.0,0,0,0,0,0,Relatively New,Unfurnished,17,4.0,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,signature global city 37d ph 2,sector 37,1.35,9375.0,3,3,3+,3.0,North-East,1600.0,0,0,0,1,0,Relatively New,Unfurnished,40,4.0,"28.4375° N, 76.9999° E",28.4375, 76.9999
flat,tulip violet,sector 69,2.0,10168.0,4,4,1,12.0,West,2186.0,0,0,0,0,0,Relatively New,Unfurnished,34,4.7,"28.3966° N, 77.0341° E",28.3966, 77.0341
flat,signature global park,sohna road,0.87,7190.0,3,2,3,4.0,East,1210.0,0,0,0,0,0,Relatively New,Unfurnished,38,4.8,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,eldeco accolade,sohna road,0.78,6171.0,2,2,2,3.0,East,1144.0,0,0,0,0,0,Relatively New,Unfurnished,50,4.4,"28.4223° N, 77.0402° E",28.4223,77.0402
flat,chd avenue,sector 71,0.95,7930.0,2,2,2,5.0,South,1084.0,0,0,0,0,0,Moderately Old,Furnished,89,3.4,"28.4104° N, 77.0281° E",28.4104, 77.0281
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,East,2350.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,birla navya,sector 63,3.3,15349.0,3,3,3,4.0,West,1640.0,0,1,0,0,0,Relatively New,Unfurnished,40,4.25,"28.3971° N, 77.0867° E",28.3971, 77.0867
flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,North,80.0,1,0,0,0,0,Moderately Old,Unfurnished,8,4.5,"28.4320° N, 77.0686° E",28.4320, 77.0686
flat,central park flower valley aqua front towers,sector 33,2.96,13871.0,4,4,3,1.0,East,2371.0,0,1,0,0,0,New Property,Furnished,24,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,North,1175.0,0,0,0,0,0,New Property,Unfurnished,13,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,East,1175.0,0,0,0,0,0,New Property,Unfurnished,20,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,godrej nature plus,sector 33,1.7,12593.0,3,3,3+,6.0,East,1500.0,0,1,0,0,0,New Property,Unfurnished,36,4.1,"28.4420° N, 77.0207° E",28.4420, 77.0207
flat,godrej oasis,sector 88a,1.4,7568.0,3,3,3+,4.0,East,1674.0,0,0,0,0,0,Relatively New,Furnished,34,4.7,"28.4347° N, 76.9557° E",28.4347, 76.9557
flat,sare homes,sector 92,0.58,4099.0,3,3,3,3.0,North-East,1281.0,0,0,0,0,0,New Property,Unfurnished,37,4.0,"28.4079° N, 76.9153° E",28.4079, 76.9153
flat,bestech altura,sector 79,2.55,9533.0,4,5,2,4.0,East,2675.0,0,1,0,0,0,New Property,Unfurnished,22,3.75,"28.3624° N, 76.9787° E",28.3624, 76.9787
flat,hero homes,sector 104,1.9,11249.0,3,3,3,16.0,East,1365.0,0,0,0,1,0,Relatively New,Furnished,63,4.0,"28.4788° N, 76.9960° E",28.4788, 76.9960
flat,m3m sierra 68,sector 68,1.25,10246.0,2,2,3,4.0,North-East,938.0,0,0,0,0,0,New Property,Unfurnished,22,4.0,"28.3853° N, 77.0484° E",28.3853, 77.0484
