property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,built_up_area,study room,servant room,store room,pooja room,others,age_category,furnishing_type,luxury_score,combined_rating
flat,ireo victory valley,sector 67,2.87,11904.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3,3,3+,16.0,North-West,2095.0,0,1,0,0,0,Relatively New,Furnished,112,4.5
flat,dlf regency park,sector 28,2.35,13225.0,Super Built up area 1777(165.09 sq.m.),3,3,2,18.0,North-East,1608.0,0,1,0,0,0,Old Property,Unfurnished,61,4.6
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,2.0,South-West,1650.0,1,1,0,0,0,Relatively New,Unfurnished,100,4.5
flat,indiabulls centrum park,sector 103,1.9,5682.0,Carpet area: 3344 (310.67 sq.m.),3,4,3+,10.0,North-East,3716.0,1,1,0,1,1,Relatively New,Furnished,23,4.0
flat,orris carnation residency,sector 85,0.72,4881.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,2,9.0,West,1350.0,0,0,0,0,1,Moderately Old,Unfurnished,23,3.8
flat,sbr minda sec 1 imt manesar,manesar,0.65,4260.0,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6.0,South,1696.0,0,0,0,0,0,Moderately Old,Unfurnished,1,4.2
flat,dlf the ultima,sector 81,2.34,11185.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 1760 sq.ft. (163.51 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,4,3+,14.0,South-East,1760.0,0,1,0,0,0,Relatively New,Semi-Furnished,112,4.4
flat,m3m capital,sector 113,2.57,15576.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,5,3+,25.0,East,2060.0,1,0,0,0,0,New Property,Furnished,49,4.3
flat,bptp terra,sector 37,1.71,7805.0,Built Up area: 2191 (203.55 sq.m.),3,3,3+,7.0,South-West,2191.0,1,0,0,0,0,Relatively New,Unfurnished,28,4.4
flat,indiabulls enigma,sector 110,3.79,9896.0,Super Built up area 3830(355.82 sq.m.),5,5,3,4.0,South-West,3466.0,0,1,0,0,1,Relatively New,Unfurnished,75,4.25
flat,the lions cghs,sector 56,2.05,7885.0,Built Up area: 2600 (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,7.0,West,2600.0,0,0,1,0,0,Old Property,Furnished,72,4.5
flat,m3m golfestate,sector 65,5.2,17456.0,Super Built up area 2979(276.76 sq.m.),3,3,3,18.0,North,2696.0,1,1,0,0,0,Relatively New,Furnished,54,5.0
flat,emaar mgf the palm drive,sector 66,3.2,17778.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,12.0,South-West,1995.0,1,1,1,1,0,Relatively New,Furnished,73,4.8
flat,afnhb jalvayu vihar,sector 30,0.69,7271.0,Super Built up area 990(91.97 sq.m.),2,2,1,3.0,North-East,896.0,0,0,0,0,0,Old Property,Unfurnished,28,4.2
flat,experion windchants,sector 112,3.75,13383.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,2,21.0,West,2225.56,0,1,0,0,0,Relatively New,Furnished,95,4.6
flat,experion windchants,sector 112,3.65,12310.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,4,3+,14.0,South,2225.56,0,1,0,0,0,Relatively New,Furnished,94,4.6
flat,experion windchants,sector 112,5.49,11585.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,3+,5.0,South,3655.35,0,1,0,0,0,Relatively New,Furnished,105,4.6
flat,antriksh heights,sector 84,1.05,5012.0,Super Built up area 2095(194.63 sq.m.),4,4,3+,3.0,North,1896.0,1,0,0,0,0,New Property,Unfurnished,44,3.8
flat,sobha city,sector 108,3.35,13267.0,Super Built up area 2072.9(192.58 sq.m.),3,4,2,19.0,East,1876.0,0,0,0,0,0,New Property,Unfurnished,62,4.38
flat,unitech uniworld gardens,sector 47,2.4,11505.0,Super Built up area 2086(193.8 sq.m.),3,3,3+,10.0,East,1888.0,0,1,0,0,0,Moderately Old,Furnished,72,4.0
flat,park royal apartment,sector 56,1.71,7600.0,Built Up area: 2251 (209.12 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,3+,5.0,North-East,2251.0,0,1,0,0,0,Moderately Old,Furnished,61,4.5
flat,elan the presidential,sector 106,6.3,15385.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,North-East,3797.0,0,0,0,0,0,Under Construction,Furnished,46,4.3
flat,raheja atharva,sector 109,2.2,9491.0,Carpet area: 2318 (215.35 sq.m.),3,3,2,7.0,North,2576.0,0,1,0,0,0,Moderately Old,Furnished,66,3.6
flat,indiabulls enigma,sector 110,3.25,9559.0,Super Built up area 3400(315.87 sq.m.),4,4,3,11.0,South,3077.0,0,1,0,0,1,Relatively New,Unfurnished,76,4.25
flat,central park resorts,sector 48,11.25,28266.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,4422.0,0,1,0,1,0,Relatively New,Unfurnished,39,5.0
flat,central park flower valley,sector 33,3.3,13750.0,Carpet area: 2400 (222.97 sq.m.),3,3,3,2.0,North-East,2667.0,1,1,1,1,0,New Property,Unfurnished,44,4.25
flat,bestech park view residency,sector 2,1.51,7869.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,1738.0,0,1,0,0,0,Moderately Old,Furnished,58,4.4
flat,emaar gurgaon greens,sector 102,1.38,13490.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6.0,North-East,1315.0,0,1,0,0,0,Relatively New,Furnished,71,4.6
flat,emaar mgf the palm drive,sector 66,4.6,18400.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,2882.0,1,1,1,1,0,Relatively New,Furnished,81,4.8
flat,emaar gurgaon greens,sector 102,1.4,8485.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,1413.0,0,1,0,0,0,Relatively New,Unfurnished,23,4.6
flat,emaar mgf emerald floors premier,sector 65,3.5,17722.0,Super Built up area 1975(183.48 sq.m.),4,4,3,4.0,East,1787.0,0,1,0,0,0,Relatively New,Furnished,69,4.5
flat,mapsko royale ville,sector 82,0.99,5531.0,Super Built up area 1790(166.3 sq.m.),3,4,2,14.0,South-West,1620.0,0,1,0,0,0,New Property,Unfurnished,57,3.8
flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North,1833.0,1,1,0,0,0,Relatively New,Unfurnished,20,4.5
flat,unitech greenwood city,sector 45,2.4,12346.0,Super Built up area 216(180.6 sq.m.),3,3,2,1.0,North-West,195.0,0,1,0,0,0,New Property,Furnished,7,3.6
flat,ats tourmaline,sector 109,1.65,7674.0,Super Built up area 2150(199.74 sq.m.),3,3,3+,16.0,North-East,1946.0,0,1,0,0,0,Relatively New,Furnished,23,4.6
flat,railway officers rpf society,sector 9,1.25,6921.0,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,East,2007.0,0,1,0,0,0,Old Property,Unfurnished,19,4.0
flat,emaar digihomes,sector 62,4.0,14870.0,Super Built up area 2588.79(240.51 sq.m.),3,3,3,18.0,North,2343.0,0,1,0,0,0,New Property,Furnished,28,4.25
flat,emaar palm gardens,sector 83,1.8,9474.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,South,1549.0,0,1,0,0,0,Relatively New,Furnished,62,4.4
flat,tarc maceo,sector 91,1.75,11118.0,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),4,3,3+,8.0,South,2107.0,1,1,1,1,0,Relatively New,Unfurnished,79,4.4
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,Built Up area: 1650 (153.29 sq.m.),3,3,2,4.0,East,1650.0,1,1,0,0,0,Relatively New,Unfurnished,100,4.5
flat,pioneer urban presidia,sector 62,7.15,16486.0,Super Built up area 4337(402.92 sq.m.),4,5,3+,7.0,East,3925.0,1,1,1,0,0,Relatively New,Furnished,94,4.25
flat,emaar mgf palm hills,sector 77,1.64,8410.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,1765.0,0,1,0,0,0,Relatively New,Unfurnished,68,4.6
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,1493.0,0,1,0,0,0,Relatively New,Unfurnished,59,4.5
flat,la lagune,sector 54,6.75,21361.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,2455.0,0,1,0,0,0,Moderately Old,Furnished,68,4.25
flat,m3m merlin,sector 67,3.5,14583.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3,4,3,17.0,South-East,2225.0,0,1,1,0,0,Relatively New,Furnished,108,4.2
flat,m3m latitude,sector 65,4.6,26791.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,1908.0,1,1,1,1,0,New Property,Unfurnished,78,4.25
flat,m3m skywalk,sector 74,2.25,12500.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,5.0,North-East,1900.0,1,0,0,0,0,Relatively New,Unfurnished,111,4.3
flat,dlf the primus,sector 82,2.2,10516.0,Super Built up area 2092(194.35 sq.m.),3,3,3+,16.0,North-East,1893.0,0,1,0,0,0,Relatively New,Semi-Furnished,111,4.6
flat,dlf the primus,sector 82,2.85,10936.0,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,2.0,North-East,2179.0,0,1,0,0,0,New Property,Semi-Furnished,112,4.6
flat,dlf regal gardens,sector 90,1.76,7946.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4,4,3+,8.0,North,2020.0,0,0,0,0,0,Relatively New,Furnished,84,4.5
flat,paras dews,sector 106,1.0,7220.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North-East,940.0,0,0,0,0,0,New Property,Furnished,14,4.3
flat,pioneer park,sector 61,3.6,12627.0,Super Built up area 2851(264.87 sq.m.),4,4,3,3.0,North,2580.0,0,1,0,0,0,Moderately Old,Furnished,70,4.2
flat,ss the leaf,sector 85,1.78,7392.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,6.0,West,2179.0,0,0,1,0,0,New Property,Unfurnished,75,4.3
flat,chd avenue,sector 71,0.98,6049.0,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,1466.0,1,0,0,0,0,Moderately Old,Unfurnished,44,3.4
flat,ireo skyon,sector 60,2.82,12818.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,2.0,South-East,2400.0,0,1,0,0,0,Relatively New,Furnished,108,5.0
flat,tata primanti,sector 72,3.21,16050.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,15.0,North-East,2140.0,0,1,0,0,0,Relatively New,Furnished,111,4.4
flat,la vida by tata housing,sector 113,1.9,18500.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),3,2,2,10.0,North-East,1285.0,0,0,0,1,0,Relatively New,Furnished,111,4.3
flat,dlf regal gardens,sector 90,1.19,5504.0,Super Built up area 1726(160.35 sq.m.),3,3,2,11.0,South-East,1562.0,0,0,0,0,1,Relatively New,Unfurnished,50,4.5
flat,bestech park view ananda,sector 81,1.35,7542.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10.0,North-East,1438.0,0,0,1,0,0,Moderately Old,Furnished,54,5.0
flat,tulip purple,sector 69,1.8,9000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,3+,4.0,North-East,2200.0,0,1,0,0,0,Relatively New,Unfurnished,103,4.0
flat,indiabulls centrum park,sector 103,1.35,7542.0,Super Built up area 1790(166.3 sq.m.),3,3,3+,3.0,North-East,1620.0,1,0,0,0,0,Relatively New,Furnished,108,4.0
flat,sbtl caladium,sector 109,1.7,6680.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,9.0,North-East,2303.0,0,1,0,0,0,Relatively New,Unfurnished,100,4.25
flat,vatika the seven lamps,sector 82,1.6,6598.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,2195.0,0,1,0,0,0,Relatively New,Unfurnished,91,4.8
flat,ireo skyon,sector 60,2.65,13125.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),3,4,3+,7.0,North-East,2037.0,0,1,0,0,0,Moderately Old,Furnished,87,5.0
flat,orris carnation residency,sector 85,0.5499,5788.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,5.0,North-East,1050.0,0,0,0,0,1,Relatively New,Unfurnished,111,3.8
flat,emaar gurgaon greens,sector 102,1.4,13685.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,1315.0,0,1,0,0,0,Relatively New,Unfurnished,49,4.6
flat,bestech park view residency,sector 2,1.26,8051.0,Super Built up area 1565(145.39 sq.m.),2,2,3,7.0,South-East,1416.0,1,0,0,0,0,Moderately Old,Unfurnished,58,4.4
flat,m3m woodshire,sector 107,1.7,6142.0,Super Built up area 2768(257.16 sq.m.),4,5,3+,9.0,South,2505.0,0,1,0,0,0,Relatively New,Unfurnished,53,4.6
flat,ambience creacions,sector 22,4.1,28101.0,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),3,3,3+,2.0,North-East,2069.0,0,0,0,0,0,New Property,Semi-Furnished,81,4.5
flat,indiabulls centrum park,sector 103,1.01,8080.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,5.0,West,1338.0,0,0,1,0,0,Relatively New,Furnished,101,4.0
flat,pareena coban residences,sector 99,1.45,7261.0,Super Built up area 1997(185.53 sq.m.),3,5,3,11.0,North-East,1807.0,0,1,0,0,1,Relatively New,Furnished,23,3.25
flat,parsvnath green ville,sector 48,1.6,8377.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,8.0,North,1895.0,0,0,0,0,1,Old Property,Furnished,23,4.2
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,7.0,East,1800.0,0,1,0,0,0,Relatively New,Furnished,23,4.8
flat,conscient heritage max,sector 102,1.9,9784.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,20.0,North-East,1757.0,0,1,0,0,0,Relatively New,Unfurnished,103,4.9
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,10.0,North-East,1081.0,0,1,0,0,0,Relatively New,Furnished,78,4.2
flat,dlf regal gardens,sector 90,1.3,7151.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,7.0,South,1700.0,0,0,0,0,0,Relatively New,Unfurnished,86,4.5
flat,ireo victory valley,sector 67,2.95,12236.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),3,3,3,10.0,North-West,2150.0,0,1,0,0,0,Relatively New,Furnished,112,4.5
flat,m3m merlin,sector 67,3.4,14419.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),3,4,3,16.0,North-West,2016.0,0,1,0,0,0,Relatively New,Furnished,112,4.2
flat,m3m merlin,sector 67,3.32,14080.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3,4,3,8.0,North-West,2016.0,0,1,0,0,0,New Property,Furnished,112,4.2
flat,bestech park view residency,sector 2,0.95,6714.0,Super Built up area 1415(131.46 sq.m.),2,2,3,1.0,North-East,1281.0,0,0,0,0,0,Moderately Old,Furnished,46,4.4
flat,m3m skywalk,sector 74,1.55,13790.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,3+,18.0,South,1300.0,0,0,0,0,1,Relatively New,Unfurnished,89,4.3
flat,m3m skywalk,sector 74,1.54,10815.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2,2,3+,15.0,South-East,1200.0,0,0,0,0,1,Relatively New,Unfurnished,89,4.3
flat,m3m skywalk,sector 74,2.45,12141.0,Super Built up area 2018(187.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1614 sq.ft. (149.95 sq.m.),3,3,3+,25.0,South-West,1800.0,1,0,0,0,0,Relatively New,Unfurnished,89,4.3
flat,puri emerald bay,sector 104,2.6,15160.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,North-East,2061.0,1,1,0,0,0,Relatively New,Unfurnished,44,4.8
flat,ss the leaf,sector 85,1.83,7609.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,3,9.0,North-East,1925.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ss the leaf,sector 85,1.09,6663.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,2,3,5.0,North-East,1475.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ss the leaf,sector 85,1.87,7779.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),3,4,3,7.0,North-East,2225.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.3
flat,ss the leaf,sector 85,1.05,6162.0,Super Built up area 1671(155.24 sq.m.),2,2,3+,7.0,West,1512.0,0,0,1,0,0,Relatively New,Unfurnished,88,4.3
flat,ss the leaf,sector 85,1.77,7350.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,2179.0,0,0,1,0,0,New Property,Unfurnished,72,4.3
flat,m3m skywalk,sector 74,2.2,10902.0,Super Built up area 2018(187.48 sq.m.),3,3,3,12.0,South,1826.0,1,0,0,0,0,New Property,Furnished,12,4.3
flat,ansal api celebrity suites,sector 2,0.6,8163.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,665.0,0,0,0,0,0,Moderately Old,Furnished,55,4.4
flat,cghs airport apartment,sector 47,1.8,6000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4,4,3+,4.0,North-West,2857.0,0,0,1,0,0,Moderately Old,Furnished,66,4.88
flat,sbr minda sec-1 imt manesar,manesar,0.64,4194.0,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6.0,East,1696.0,0,0,0,0,0,Old Property,Unfurnished,33,4.5
flat,prasha apartments,manesar,0.75,3308.0,Super Built up area 2115(196.49 sq.m.),3,3,3+,3.0,West,1914.0,0,1,0,0,0,Moderately Old,Unfurnished,16,4.5
flat,m3m golfestate,sector 65,4.95,15906.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,2816.0,0,1,0,0,0,Relatively New,Furnished,58,5.0
flat,experion windchants,sector 112,4.25,11294.0,Super Built up area 3763(349.59 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3,5,2,15.0,South,3000.0,0,1,0,1,0,Relatively New,Unfurnished,51,4.6
flat,experion windchants,sector 112,5.31,11205.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3573.33 sq.ft. (331.97 sq.m.)Carpet area: 3400 sq.ft. (315.87 sq.m.),4,6,3+,15.0,South,3573.33,0,1,0,1,0,Relatively New,Unfurnished,51,4.6
flat,emaar gurgaon greens,sector 102,1.4,8485.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,East,1300.0,0,1,0,0,0,Relatively New,Unfurnished,38,4.6
flat,experion windchants,sector 112,2.8,11471.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,3,2,9.0,South-East,1939.03,1,1,0,0,0,Relatively New,Unfurnished,89,4.6
flat,indiabulls enigma,sector 110,4.1,10567.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),5,5,2,10.0,East,3500.0,0,1,0,0,0,Relatively New,Unfurnished,98,4.25
flat,indiabulls enigma,sector 110,3.4,10000.0,Super Built up area 3400(315.87 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3,10.0,South-West,3000.0,0,1,0,0,0,Relatively New,Unfurnished,92,4.25
flat,ireo skyon,sector 60,3.05,12788.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,2300.0,0,1,0,0,0,Relatively New,Furnished,100,5.0
flat,tata primanti,sector 72,4.25,13077.0,Super Built up area 3250(301.93 sq.m.),4,4,3+,0.0,North,2941.0,0,1,0,0,0,Relatively New,Furnished,108,4.4
flat,vatika independent floors,sector 82,1.16,6988.0,Carpet area: 1660 (154.22 sq.m.),3,3,3+,1.0,South-East,1844.0,0,1,1,1,0,Relatively New,Furnished,100,4.5
flat,citizen apartment,sector 51,3.55,6826.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5,6,3+,11.0,North,5200.0,1,1,1,1,0,Moderately Old,Furnished,93,4.5
flat,adani m2k oyster grande,sector 102,1.8,9529.0,Super Built up area 1889(175.49 sq.m.),3,4,3,17.0,South-East,1710.0,0,1,0,0,0,Relatively New,Unfurnished,23,4.4
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,3,3+,1.0,East,1465.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.4
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,Super Built up area 1359(126.26 sq.m.)Carpet area: 824 sq.ft. (76.55 sq.m.),2,2,3,0.0,North-East,1073.0,0,0,0,0,0,Relatively New,Unfurnished,23,4.4
flat,emaar gurgaon greens,sector 102,1.52,9212.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,North-West,1315.0,0,1,0,0,0,Relatively New,Furnished,80,4.6
flat,kiran residency,sector 56,1.55,6889.0,Super Built up area 2250(209.03 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3+,5.0,North,1900.0,0,1,0,1,0,Moderately Old,Furnished,50,4.5
flat,dlf the ultima,sector 81,2.4,11412.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,12.0,North-East,1650.0,0,1,0,0,0,Relatively New,Semi-Furnished,23,4.4
flat,dlf the ultima,sector 81,2.35,11175.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,South,1550.0,1,1,0,1,1,Relatively New,Semi-Furnished,23,4.4
flat,dlf the ultima,sector 81,2.28,10842.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,East,1750.0,0,1,0,0,0,Relatively New,Semi-Furnished,23,4.4
flat,ss the coralwood,sector 84,1.1,4857.0,Super Built up area 1750(162.58 sq.m.),3,3,2,9.0,North,1584.0,0,0,0,0,0,Relatively New,Unfurnished,53,3.8
flat,dlf the ultima,sector 81,2.3,10937.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,19.0,East,1617.0,1,1,0,1,1,Relatively New,Semi-Furnished,23,4.4
flat,m3m woodshire,sector 107,1.35,5718.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,8.0,South,1950.0,0,1,0,0,0,Relatively New,Furnished,52,4.6
flat,puri emerald bay,sector 104,2.45,10000.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14.0,South,2131.0,0,1,0,0,0,Relatively New,Furnished,35,4.8
flat,m3m woodshire,sector 107,0.9,5867.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,8.0,South,1281.0,1,0,0,0,0,Relatively New,Furnished,52,4.6
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,South,2194.0,1,1,0,0,0,Relatively New,Furnished,67,4.5
flat,eros wembley estate,sector 50,1.4,10174.0,Super Built up area 1376(127.83 sq.m.),3,3,2,9.0,East,1245.0,0,0,1,0,0,Relatively New,Furnished,74,4.6
flat,bestech park view residency,sector 2,1.36,7645.0,Super Built up area 1780(165.37 sq.m.),3,3,3+,5.0,South-West,1611.0,0,0,0,0,0,Moderately Old,Unfurnished,57,4.4
