property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,built_up_area,study room,servant room,store room,pooja room,others,age_category,furnishing_type,luxury_score,combined_rating
flat,m3m skywalk,sector 74,1.78,12500.0,Carpet area: 1424 (132.29 sq.m.),2,2,3+,12.0,South,1582.0,0,0,0,0,0,Relatively New,Unfurnished,42,4.3
flat,m3m heights,sector 65,1.9,13991.0,Built Up area: 1358 (126.16 sq.m.),2,2,2,40.0,East,1358.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.25
flat,mvn athens,sohna road,0.26,5394.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,East,535.0,0,0,0,0,0,Relatively New,Unfurnished,51,4.3
flat,signature global city 81,sector 81,0.89,8279.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,3.0,North,1194.0,0,0,0,0,1,Relatively New,Unfurnished,13,4.12
flat,smart world orchard,sector 61,1.6,13913.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,East,1278.0,1,0,0,0,0,New Property,Unfurnished,79,4.2
flat,ambience caitriona,sector 24,14.0,22222.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,7534.799999999999,0,0,0,0,0,Old Property,Unfurnished,0,4.5
flat,ansal heights 86,sector 86,0.9,5325.0,Built Up area: 1690 (157.01 sq.m.),3,3,2,10.0,East,1690.0,0,0,0,0,0,New Property,Unfurnished,16,4.75
flat,ramprastha the edge towers,sector 37,1.1,5528.0,Built Up area: 1990 (184.88 sq.m.),3,3,3,9.0,North-East,1990.0,0,0,0,0,0,Relatively New,Unfurnished,40,3.9
flat,smart world gems,sector 89,0.95,8903.0,Super Built up area 1067(99.13 sq.m.)Carpet area: 578 sq.ft. (53.7 sq.m.),2,2,2,1.0,East,804.0,1,0,0,0,0,Relatively New,Unfurnished,73,4.0
flat,green court,sector 90,0.47,6812.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,767.0,0,0,0,0,0,New Property,Unfurnished,23,3.8
flat,lord krishna,sector 12,2.7,8571.0,Built Up area: 3150 (292.64 sq.m.),4,3,3,6.0,North-East,3150.0,0,0,0,0,0,Old Property,Unfurnished,0,4.0
flat,supertech araville,sector 79,0.95,6209.0,Super Built up area 1530(142.14 sq.m.),2,2,3,7.0,North-East,1385.0,1,0,0,0,0,New Property,Unfurnished,23,3.75
flat,umang monsoon breeze,sector 78,1.15,5285.0,Super Built up area 2176(202.16 sq.m.),3,3,3,9.0,East,1969.0,0,1,0,0,1,Moderately Old,Unfurnished,12,4.25
flat,ild greens,sector 37,0.9,5614.0,Super Built up area 1603(148.92 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.),3,3,3,0.0,North-East,1500.0,0,0,0,0,0,Under Construction,Unfurnished,48,4.7
flat,signature global park 4,sector 36,1.0,9901.0,Carpet area: 1010 (93.83 sq.m.),3,2,3,2.0,East,1122.0,0,0,0,0,0,New Property,Unfurnished,77,3.8
flat,brisk lumbini terrace homes,sector 109,1.5,6617.0,Carpet area: 2267 (210.61 sq.m.),3,3,1,4.0,North,2519.0,0,1,0,0,0,New Property,Unfurnished,16,4.25
flat,bhagwati sadan,sector 12,1.15,5500.0,Built Up area: 2000 (185.81 sq.m.),3,4,2,2.0,East,2000.0,0,1,0,0,1,Old Property,Unfurnished,0,4.62
flat,central park flower valley cerise floors,sector 33,1.3,10744.0,Super Built up area 1210(112.41 sq.m.),2,2,2,3.0,North,1095.0,1,0,0,0,0,New Property,Unfurnished,12,4.1
flat,assotech blith,sector 99,1.9,6702.0,Built Up area: 2835 (263.38 sq.m.),4,4,3+,2.0,North-East,2835.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.38
flat,essel towers,sector 14,2.2,12500.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,East,1956.0,0,0,0,0,0,Old Property,Unfurnished,0,3.5
flat,essel towers,sector 14,2.2,12500.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,North-West,1956.0,0,0,0,0,0,Old Property,Unfurnished,0,3.5
flat,tulip ivory,sector 70,5.0,10417.0,Carpet area: 4800 (445.93 sq.m.),6,7,3+,0.0,East,5333.0,1,1,0,0,0,Relatively New,Unfurnished,68,3.8
flat,antriksh heights,sector 84,0.85,5556.0,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,North-West,1222.0,1,0,0,0,1,New Property,Unfurnished,23,3.8
flat,sidhivinayak apartments,sector 55,1.9,10556.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,2000.0,0,0,0,1,0,Moderately Old,Semi-Furnished,20,4.25
flat,m3m woodshire,sector 107,0.9,6589.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,East,1236.0,0,0,0,0,0,New Property,Unfurnished,48,4.6
flat,gls avenue 51,sector 92,0.45,7614.0,Built Up area: 646 (60.02 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2,2,1,10.0,East,646.0,1,0,0,0,0,New Property,Furnished,13,4.0
flat,signature global city 92,sector 92,0.78,11143.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,East,846.0,0,0,0,0,1,New Property,Unfurnished,23,4.0
flat,dlf royalton tower,sector 43,6.2,20687.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,West,2712.0,0,1,0,0,0,Moderately Old,Unfurnished,4,5.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,North-East,1368.0,0,0,0,0,0,Moderately Old,Unfurnished,0,4.25
flat,smart world gems,sector 89,0.86,7797.0,Carpet area: 1103 (102.47 sq.m.),2,3,2,4.0,North-East,1226.0,1,1,0,1,0,New Property,Furnished,42,4.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,North-West,915.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,2,2,14.0,North-East,915.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,gls avenue 51,sector 92,0.45,6000.0,Carpet area: 750 (69.68 sq.m.),3,3,1,10.0,North-East,833.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,experion the heartsong,sector 108,1.02,7950.0,Built Up area: 1283 (119.19 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,4.0,East,1283.0,1,0,0,0,0,Relatively New,Unfurnished,55,4.4
flat,breez global heights,sohna road,0.4,6689.0,Super Built up area 950(88.26 sq.m.)Carpet area: 597.53 sq.ft. (55.51 sq.m.),2,2,2,7.0,North-East,762.0,0,0,0,0,0,Relatively New,Unfurnished,40,5.0
flat,conscient elevate,sector 59,3.9,16993.0,Built Up area: 2295 (213.21 sq.m.),3,1,0,0.0,North-East,2295.0,0,0,0,0,0,Relatively New,Unfurnished,0,5.0
flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,1,7.0,North-East,915.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,m3m heights,sector 65,2.44,13297.0,Super Built up area 1828(169.83 sq.m.),3,3,2,7.0,East,1654.0,0,0,0,0,0,Relatively New,Unfurnished,31,4.25
flat,corona gracieux,sector 76,1.05,5949.0,Super Built up area 1765(163.97 sq.m.),3,3,3+,7.0,North-East,1597.0,0,0,0,0,0,Relatively New,Furnished,76,4.3
flat,silverglades hightown residences,sector 43,4.2,19765.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,1946.0,0,0,0,0,0,Relatively New,Unfurnished,17,4.88
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,9.0,South-East,1571.0,0,0,0,0,0,New Property,Unfurnished,66,4.4
flat,spaze privvy the address,sector 93,1.45,8033.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,North-East,1350.0,0,0,0,0,0,Relatively New,Furnished,49,4.2
flat,gls arawali homes,sohna road,0.27,4688.0,Carpet area: 576 (53.51 sq.m.),2,2,2,1.0,East,640.0,0,0,0,0,0,New Property,Unfurnished,27,4.2
flat,mvn athens,sohna road,0.27,5895.0,Carpet area: 457.52 (42.5 sq.m.),2,2,1,0.0,East,508.0,0,0,0,0,0,Relatively New,Furnished,35,4.3
flat,krrish florence estate,sector 70,1.65,7765.0,Super Built up area 2125(197.42 sq.m.),3,4,3+,27.0,North-East,1923.0,1,1,0,0,0,New Property,Unfurnished,53,3.62
flat,la vida by tata housing,sector 113,1.93,12223.0,Super Built up area 1579(146.69 sq.m.),3,3,2,8.0,North-East,1429.0,0,0,0,0,0,Relatively New,Unfurnished,46,4.3
flat,chd avenue,sector 71,0.82,7081.0,Super Built up area 1200(111.48 sq.m.),2,2,2,6.0,South,1086.0,0,0,0,0,0,Moderately Old,Unfurnished,0,3.4
flat,gls arawali homes,sohna road,0.28,5983.0,Carpet area: 468 (43.48 sq.m.),2,2,2,3.0,East,520.0,0,0,0,0,0,Relatively New,Unfurnished,21,4.2
flat,trisara our homes 3,sohna road,0.21,4339.0,Built Up area: 484 (44.97 sq.m.),1,1,0,2.0,North,484.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,ashiana anmol,sector 33,1.1,8627.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),2,2,2,4.0,North-East,1275.0,0,0,0,0,0,New Property,Unfurnished,0,3.75
flat,smart world orchard,sector 61,1.6,13913.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,East,1278.0,1,0,0,0,0,Relatively New,Unfurnished,21,4.2
flat,signature global city,sector 37,1.1,8800.0,Carpet area: 1250 (116.13 sq.m.),3,3,3,1.0,East,1389.0,0,0,0,0,0,Relatively New,Unfurnished,20,4.0
flat,m3m capital,sector 113,3.25,14143.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,34.0,East,2553.0,1,1,0,1,0,New Property,Unfurnished,70,4.3
flat,indiabulls centrum park,sector 103,1.2,8433.0,Super Built up area 1423(132.2 sq.m.),2,2,3,3.0,North-East,1288.0,0,0,0,0,0,Moderately Old,Unfurnished,11,4.0
flat,trisara our homes 3,sohna road,0.38,6312.0,Built Up area: 602 (55.93 sq.m.),2,2,2,1.0,North,602.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.25
flat,smart world orchard,sector 61,2.45,15796.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 939.37 sq.ft. (87.27 sq.m.),3,3,3,3.0,East,1223.0,1,1,0,0,0,New Property,Unfurnished,80,4.2
flat,smart world gems,sector 89,0.85,7706.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,North-East,1226.0,1,0,0,0,0,Relatively New,Unfurnished,26,4.0
flat,dlf royalton tower,sector 43,6.5,22109.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,2661.0,0,1,0,0,0,Relatively New,Unfurnished,12,5.0
flat,ashok vihar phase 2,sector 3 phase 2,0.28,4308.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,3.0,North,600.0,0,0,0,0,0,Relatively New,Unfurnished,44,3.88
flat,ardee city,sector 52,1.55,7381.0,Built Up area: 2100 (195.1 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,1.0,South,2100.0,0,0,0,0,0,Moderately Old,Unfurnished,0,4.0
flat,valley view estate,gwal pahari,1.5,7489.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,10.0,North-East,1850.0,0,0,0,0,0,Moderately Old,Unfurnished,36,4.5
flat,supertech araville,sector 79,0.8,5267.0,Carpet area: 1519 (141.12 sq.m.),2,2,2,12.0,North,1688.0,1,0,0,0,0,New Property,Unfurnished,23,3.75
flat,sare petioles,sector 92,1.22,5250.0,Built Up area: 2093 (194.45 sq.m.),4,3,3,9.0,East,2093.0,0,1,0,0,0,Under Construction,Unfurnished,68,4.0
flat,paras dews,sector 106,1.35,8940.0,Carpet area: 1510 (140.28 sq.m.),4,3,3,19.0,North-East,1678.0,0,1,0,0,0,Old Property,Unfurnished,69,4.3
flat,m3m skycity,sector 65,2.8,15317.0,Built Up area: 1828 (169.83 sq.m.),3,3,0,14.0,East,1828.0,0,0,0,0,0,Relatively New,Unfurnished,19,4.25
flat,raheja vedaanta,sector 108,1.5,5263.0,Built Up area: 2850 (264.77 sq.m.),3,4,0,12.0,North-East,2850.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.8
flat,ansal housing highland park,sector 103,0.8,5878.0,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9.0,South-East,1361.0,0,0,0,0,0,Relatively New,Unfurnished,0,4.0
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,Built Up area: 990 (91.97 sq.m.),2,2,0,6.0,North,990.0,0,0,0,0,0,New Property,Unfurnished,0,4.0
flat,ramsons kshitij,sector 95,0.3,3158.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11.0,East,950.0,0,0,0,0,0,New Property,Unfurnished,0,4.1
flat,ramprastha skyz,sector 37,1.25,7251.0,Built Up area: 1725 (160.26 sq.m.),3,3,3+,2.0,North-East,1725.0,0,0,0,0,0,Relatively New,Unfurnished,6,4.0
flat,sobha smriti apartments,sector 56,0.5,8333.0,Carpet area: 600 (55.74 sq.m.),1,1,2,3.0,North,667.0,0,0,0,0,0,Old Property,Unfurnished,0,4.5
flat,supertech araville,sector 79,0.9,6950.0,Built Up area: 1295 (120.31 sq.m.),2,2,0,12.0,North,1295.0,0,0,0,0,0,Relatively New,Unfurnished,0,3.75
flat,signature global park,sohna road,0.65,7295.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 520 sq.ft. (48.31 sq.m.),2,2,3,1.0,East,822.0,0,0,0,0,0,New Property,Unfurnished,38,4.8
