property_type,sector,price,bedRoom,bathroom,balcony,facing,built_up_area,servant room,age_category,furnishing_type,combined_rating,luxury_category,floor_category
flat,sector 79,0.715,2,2,3+,North,1280.0,0,New Property,Unfurnished,3.75,Low,High Floor
flat,sector 103,0.875,2,2,3,North-East,1232.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 69,0.91,3,2,2,North-East,1473.0,0,Moderately Old,Unfurnished,3.8,Low,High Floor
flat,sector 82,1.25,3,4,3+,West,1774.0,0,Relatively New,Unfurnished,4.1,Low,Mid Floor
flat,sector 47,1.05,2,2,2,North-East,1108.0,0,Relatively New,Furnished,3.4,Low,Mid Floor
flat,sector 37,0.66,2,2,3+,North-East,1310.0,0,Relatively New,Unfurnished,4.25,Low,High Floor
flat,sector 113,1.83,2,2,0,East,1310.0,0,New Property,Unfurnished,4.3,Low,Mid Floor
flat,sector 70,0.5256000000000001,2,2,2,North-East,991.0,0,Relatively New,Unfurnished,3.62,Low,Mid Floor
flat,sector 37,0.8,2,2,3,North-East,1300.0,0,Relatively New,Unfurnished,3.9,Low,Low Floor
flat,sector 89,1.71,3,2,0,East,1423.0,0,New Property,Unfurnished,4.0,Low,Mid Floor
flat,sector 83,0.65,1,1,0,North-East,700.0,0,Relatively New,Unfurnished,4.75,Low,Mid Floor
flat,sector 99,1.3,3,3,0,North-East,1997.0,0,Relatively New,Unfurnished,3.25,Low,High Floor
flat,sector 92,0.82,3,3,3+,West,1523.0,0,Relatively New,Unfurnished,3.6,Low,High Floor
flat,sector 54,5.7,3,3,3,East,1382.0,0,Moderately Old,Unfurnished,4.25,Low,Low Floor
flat,sector 63,0.88,1,1,2,West,804.0,0,Relatively New,Unfurnished,4.25,Low,Mid Floor
flat,sector 110,4.0,4,4,3,East,3350.0,0,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 85,1.93,3,4,3,North-East,2400.0,1,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 113,3.45,4,4,3,South-East,2353.0,1,New Property,Furnished,4.3,Medium,High Floor
flat,sector 56,1.7,3,3,3,South,2200.0,0,Moderately Old,Unfurnished,4.5,Low,Mid Floor
flat,sector 65,6.15,3,5,3+,West,4271.0,1,Relatively New,Semi-Furnished,5.0,Low,Low Floor
flat,sector 2,1.4,3,3,3+,North,1611.0,0,Old Property,Semi-Furnished,4.4,Medium,Mid Floor
flat,sector 84,1.48,3,3,2,South-West,1624.0,1,New Property,Furnished,4.0,Medium,Low Floor
flat,sector 33,3.25,4,4,3+,South-East,4809.0,1,Old Property,Furnished,4.4,Medium,High Floor
flat,sector 67,3.49,3,3,3,South-East,2724.0,1,Relatively New,Unfurnished,4.5,Medium,High Floor
flat,sector 62,2.15,2,2,3,North,1676.0,0,Under Construction,Unfurnished,4.25,Medium,High Floor
flat,sector 33,1.4,2,2,3,East,1448.0,0,Under Construction,Unfurnished,4.1,Low,High Floor
flat,sector 43,2.0,3,3,2,South-West,1273.0,0,Moderately Old,Unfurnished,4.7,Low,Mid Floor
flat,sector 61,2.3,3,3,2,East,1475.0,0,Relatively New,Unfurnished,4.2,Medium,Low Floor
flat,sohna road,0.54,2,1,3,East,828.0,0,New Property,Unfurnished,4.8,Low,Low Floor
flat,sector 9,1.25,4,3,3,South-West,2007.0,1,Old Property,Furnished,4.0,Low,Low Floor
flat,sector 85,1.05,2,2,1,East,97.0,0,Relatively New,Unfurnished,4.88,Low,High Floor
flat,sector 77,1.25,3,4,3,West,1611.0,1,Relatively New,Furnished,4.6,Medium,Low Floor
flat,sector 28,1.0,1,1,1,North,995.0,0,Old Property,Furnished,4.5,Low,Low Floor
flat,sector 14,1.7,5,5,2,North-West,2556.0,0,Old Property,Semi-Furnished,4.5,Low,Low Floor
flat,sector 86,1.3,4,6,2,East,2521.0,1,New Property,Unfurnished,4.75,Medium,High Floor
flat,sector 102,2.12,3,3,3,North-East,1852.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 61,3.9,3,4,3+,South,1388.0,1,Under Construction,Unfurnished,4.2,Medium,High Floor
flat,sector 50,3.0,3,3,3+,North,2357.0,1,Old Property,Furnished,4.5,Medium,High Floor
flat,sector 61,2.2,3,3,2,North,1721.0,0,New Property,Unfurnished,4.2,Medium,Mid Floor
flat,sector 102,1.35,3,3,3,North-West,1315.0,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 33,1.67,3,2,2,East,1857.0,0,New Property,Unfurnished,4.1,Low,High Floor
flat,sector 103,0.9,2,2,2,South-West,1222.0,0,Relatively New,Unfurnished,4.0,Low,Low Floor
flat,sector 113,2.37,4,4,3+,East,2060.0,0,New Property,Unfurnished,4.3,Medium,High Floor
flat,sector 102,1.98,3,3,3+,North,2222.0,1,Relatively New,Furnished,4.4,Low,Mid Floor
flat,sector 25,3.7,4,4,3,North-West,2333.0,1,Old Property,Furnished,4.6,Low,High Floor
flat,sector 111,4.67,4,4,3+,East,3056.0,0,New Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 79,1.29,2,2,3,North-East,1423.0,0,New Property,Unfurnished,4.7,Low,Mid Floor
flat,sector 48,3.65,3,3,3+,North-West,1869.0,0,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 53,5.6,3,3,3+,North-East,2617.0,0,Under Construction,Unfurnished,4.5,Low,Low Floor
flat,sector 92,1.25,4,4,3,East,1939.0,1,Relatively New,Unfurnished,4.0,Low,High Floor
flat,sector 70,1.27,2,2,3+,North-West,1449.0,0,Relatively New,Furnished,4.25,Medium,High Floor
flat,sector 108,1.36,3,2,3+,East,1343.0,1,Relatively New,Furnished,4.4,Medium,Low Floor
flat,sector 37,1.0,3,3,3,South-East,1250.0,0,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 48,4.25,4,5,3+,North-East,4120.0,0,Moderately Old,Furnished,4.7,Medium,High Floor
flat,sector 83,1.8,3,3,3+,South,1719.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 71,1.25,3,4,2,North-East,1577.0,1,Relatively New,Semi-Furnished,3.4,Medium,High Floor
flat,sohna road,0.27,2,2,1,South-East,509.0,0,Relatively New,Furnished,4.3,Low,Mid Floor
flat,sector 59,5.5,3,3,1,North-East,2738.0,1,Relatively New,Unfurnished,5.0,Low,High Floor
flat,sector 92,0.85,3,3,3,North-West,1801.0,0,Relatively New,Unfurnished,4.0,Medium,Low Floor
flat,sector 33,1.07,2,2,2,North-East,1253.0,0,Relatively New,Unfurnished,4.1,Low,High Floor
flat,sector 67,0.95,1,1,1,South-West,826.0,0,Relatively New,Unfurnished,4.12,Low,High Floor
flat,sector 108,0.87,2,3,3,South-West,978.23,1,Relatively New,Furnished,4.4,Medium,Low Floor
flat,sector 108,4.1,4,5,3,North-East,2343.0,1,New Property,Semi-Furnished,4.38,Medium,High Floor
flat,sector 33,1.27,2,2,3+,West,1252.0,0,Relatively New,Unfurnished,4.1,Low,Mid Floor
flat,sector 61,1.47,2,2,2,East,1278.0,0,Relatively New,Unfurnished,4.2,Low,Mid Floor
flat,sector 66,3.45,3,4,3,East,2000.0,1,Relatively New,Furnished,4.8,Medium,Mid Floor
flat,sector 2,1.18,2,2,3,East,1416.0,0,Old Property,Unfurnished,4.4,Medium,Mid Floor
flat,sector 2,1.55,3,4,3+,East,1738.0,1,Old Property,Unfurnished,4.4,Medium,Mid Floor
flat,sector 67,3.39,3,4,3,East,2100.0,1,Relatively New,Furnished,4.2,Low,High Floor
flat,sector 86,1.54,3,3,3+,North-West,1780.0,1,Relatively New,Unfurnished,5.0,Medium,High Floor
flat,sector 102,1.42,3,3,3,East,1315.0,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 30,1.3,3,3,2,North-East,1401.0,0,Old Property,Unfurnished,4.2,Low,Low Floor
flat,sector 28,2.25,3,3,2,West,1700.0,1,Old Property,Unfurnished,4.6,Medium,High Floor
flat,sector 67,3.5,3,4,3,North-East,2490.0,1,Relatively New,Furnished,4.5,Medium,High Floor
flat,sector 22,4.8,4,6,3+,North-East,2778.0,1,New Property,Semi-Furnished,4.5,Low,Mid Floor
flat,sector 92,0.78,2,2,2,East,1083.0,0,New Property,Furnished,4.0,Low,Low Floor
flat,sector 9,0.88,3,3,2,North-West,1438.0,0,Old Property,Furnished,4.6,Low,Low Floor
flat,sector 102,2.6,3,3,3,North-East,2351.0,1,Relatively New,Unfurnished,4.4,Medium,Low Floor
flat,sector 25,3.4,4,4,3,South-East,2744.0,1,Old Property,Unfurnished,4.6,Low,Low Floor
flat,sector 108,2.9,3,4,2,East,1813.0,0,New Property,Unfurnished,4.38,Medium,Mid Floor
flat,sector 108,0.7,2,2,2,South,1362.0,0,Moderately Old,Unfurnished,3.8,Medium,High Floor
flat,sector 86,1.5,3,3,3+,West,1780.0,0,Relatively New,Unfurnished,5.0,Medium,High Floor
flat,gwal pahari,1.28,3,3,3,North,1489.0,0,Relatively New,Furnished,4.5,Low,Low Floor
flat,sector 113,2.51,3,3,3+,North-West,1534.0,0,Under Construction,Unfurnished,4.3,Low,Low Floor
flat,sector 24,6.5,4,5,3+,North-East,3889.0,1,New Property,Semi-Furnished,4.5,Low,Mid Floor
flat,sector 79,1.85,3,3,3,East,1650.0,1,New Property,Unfurnished,3.75,Low,Mid Floor
flat,sector 103,2.45,4,6,3,North-East,2602.0,1,Relatively New,Unfurnished,4.0,Low,Mid Floor
flat,sector 85,1.38,3,4,2,North-East,1616.0,1,Relatively New,Unfurnished,4.88,Low,Mid Floor
flat,gwal pahari,5.9,4,4,3+,East,4842.0,1,New Property,Furnished,4.5,Medium,High Floor
flat,sector 82,3.0,4,6,3+,West,4425.0,1,Relatively New,Furnished,4.1,Medium,High Floor
flat,sector 1,2.01,4,4,3+,East,1956.0,0,Moderately Old,Semi-Furnished,4.25,Low,Mid Floor
flat,sector 38,2.1,4,4,3+,North,1954.0,0,Old Property,Semi-Furnished,4.25,Low,Mid Floor
flat,sector 24,4.25,3,4,3+,East,3201.0,1,Old Property,Furnished,5.0,Medium,Mid Floor
flat,sector 49,2.55,3,4,3,East,2060.0,0,Relatively New,Furnished,4.5,Low,Mid Floor
flat,sector 52,2.0,4,3,3,North,2091.0,1,Moderately Old,Semi-Furnished,4.5,Medium,Mid Floor
flat,sector 50,3.25,3,4,3+,South-East,2819.0,1,Old Property,Furnished,4.7,Medium,Mid Floor
flat,dwarka expressway,1.6,3,3,3,East,1529.0,0,New Property,Unfurnished,4.0,Low,Low Floor
flat,sector 2,1.5,3,4,3+,North-East,1738.0,1,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 108,3.75,3,3,2,North-East,2120.0,1,New Property,Unfurnished,4.38,Medium,High Floor
flat,sector 2,0.95,2,2,3,North-East,1573.0,0,Old Property,Furnished,4.4,Medium,Mid Floor
flat,sector 15,1.4,4,3,3,East,1444.0,0,Old Property,Furnished,4.2,Low,Mid Floor
flat,sector 86,1.56,3,4,3+,South-West,1580.0,0,Relatively New,Unfurnished,5.0,Medium,High Floor
flat,sector 102,1.35,3,3,3,North-East,1315.0,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 102,1.4,2,2,2,North-East,1166.0,0,New Property,Furnished,4.4,Low,High Floor
flat,sector 28,2.26,3,3,2,East,1700.0,1,Old Property,Unfurnished,4.6,Medium,High Floor
flat,sector 33,1.2,2,2,2,North,1492.0,0,New Property,Unfurnished,4.4,Low,Low Floor
flat,sector 37,2.08,4,4,3,North-East,2211.0,1,New Property,Unfurnished,4.4,Medium,Low Floor
flat,sector 85,1.75,3,4,3,North,2179.0,1,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 67,2.99,3,3,3,East,2200.0,1,Relatively New,Furnished,4.5,Low,Mid Floor
flat,sector 62,2.1,2,2,2,North,1365.0,1,New Property,Unfurnished,4.25,Low,High Floor
flat,sector 67,2.87,3,3,3+,North-West,2095.0,1,Relatively New,Furnished,4.5,Medium,High Floor
flat,sector 28,2.35,3,3,2,North-East,1608.0,1,Old Property,Unfurnished,4.6,Medium,High Floor
flat,sector 65,2.35,3,3,3,South-West,1650.0,1,Relatively New,Unfurnished,4.5,Medium,Low Floor
flat,sector 103,1.9,3,4,3+,North-East,3716.0,1,Relatively New,Furnished,4.0,Low,Mid Floor
flat,sector 85,0.72,3,3,2,West,1350.0,0,Moderately Old,Unfurnished,3.8,Low,Mid Floor
flat,manesar,0.65,3,2,3+,South,1696.0,0,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,sector 81,2.34,3,4,3+,South-East,1760.0,1,Relatively New,Semi-Furnished,4.4,Medium,High Floor
flat,sector 113,2.57,4,5,3+,East,2060.0,0,New Property,Furnished,4.3,Low,High Floor
flat,sector 37,1.71,3,3,3+,South-West,2191.0,0,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,sector 110,3.79,5,5,3,South-West,3466.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 56,2.05,4,4,3+,West,2600.0,0,Old Property,Furnished,4.5,Medium,Mid Floor
flat,sector 65,5.2,3,3,3,North,2696.0,1,Relatively New,Furnished,5.0,Medium,High Floor
flat,sector 66,3.2,3,3,3,South-West,1995.0,1,Relatively New,Furnished,4.8,Medium,High Floor
flat,sector 30,0.69,2,2,1,North-East,896.0,0,Old Property,Unfurnished,4.2,Low,Mid Floor
flat,sector 112,3.75,3,3,2,West,2225.56,1,Relatively New,Furnished,4.6,Medium,High Floor
flat,sector 112,3.65,3,4,3+,South,2225.56,1,Relatively New,Furnished,4.6,Medium,High Floor
flat,sector 112,5.49,4,5,3+,South,3655.35,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 84,1.05,4,4,3+,North,1896.0,0,New Property,Unfurnished,3.8,Low,Mid Floor
flat,sector 108,3.35,3,4,2,East,1876.0,0,New Property,Unfurnished,4.38,Medium,High Floor
flat,sector 47,2.4,3,3,3+,East,1888.0,1,Moderately Old,Furnished,4.0,Medium,Mid Floor
flat,sector 56,1.71,3,3,3+,North-East,2251.0,1,Moderately Old,Furnished,4.5,Medium,Mid Floor
flat,sector 106,6.3,5,6,3+,North-East,3797.0,0,Under Construction,Furnished,4.3,Low,Mid Floor
flat,sector 109,2.2,3,3,2,North,2576.0,1,Moderately Old,Furnished,3.6,Medium,Mid Floor
flat,sector 110,3.25,4,4,3,South,3077.0,1,Relatively New,Unfurnished,4.25,Medium,High Floor
flat,sector 48,11.25,4,5,3+,North-West,4422.0,1,Relatively New,Unfurnished,5.0,Low,Low Floor
flat,sector 33,3.3,3,3,3,North-East,2667.0,1,New Property,Unfurnished,4.25,Low,Low Floor
flat,sector 2,1.51,3,4,3+,South-West,1738.0,1,Moderately Old,Furnished,4.4,Medium,Mid Floor
flat,sector 102,1.38,3,3,3,North-East,1315.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 66,4.6,3,3,3,North,2882.0,1,Relatively New,Furnished,4.8,Medium,High Floor
flat,sector 102,1.4,3,3,3,South-West,1413.0,1,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sector 65,3.5,4,4,3,East,1787.0,1,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 82,0.99,3,4,2,South-West,1620.0,1,New Property,Unfurnished,3.8,Medium,High Floor
flat,sector 65,2.65,3,3,3,North,1833.0,1,Relatively New,Unfurnished,4.5,Low,Mid Floor
flat,sector 45,2.4,3,3,2,North-West,195.0,1,New Property,Furnished,3.6,Low,Low Floor
flat,sector 109,1.65,3,3,3+,North-East,1946.0,1,Relatively New,Furnished,4.6,Low,High Floor
flat,sector 9,1.25,4,3,3,East,2007.0,1,Old Property,Unfurnished,4.0,Low,Low Floor
flat,sector 62,4.0,3,3,3,North,2343.0,1,New Property,Furnished,4.25,Low,High Floor
flat,sector 83,1.8,3,3,3,South,1549.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 91,1.75,4,3,3+,South,2107.0,1,Relatively New,Unfurnished,4.4,Medium,Mid Floor
flat,sector 65,2.35,3,3,2,East,1650.0,1,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 62,7.15,4,5,3+,East,3925.0,1,Relatively New,Furnished,4.25,Medium,Mid Floor
flat,sector 77,1.64,4,3,3,South,1765.0,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 65,2.8,3,3,2,East,1493.0,1,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 54,6.75,4,6,3+,East,2455.0,1,Moderately Old,Furnished,4.25,Medium,High Floor
flat,sector 67,3.5,3,4,3,South-East,2225.0,1,Relatively New,Furnished,4.2,Medium,High Floor
flat,sector 65,4.6,3,3,3,South,1908.0,1,New Property,Unfurnished,4.25,Medium,Mid Floor
flat,sector 74,2.25,3,3,3,North-East,1900.0,0,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 82,2.2,3,3,3+,North-East,1893.0,1,Relatively New,Semi-Furnished,4.6,Medium,High Floor
flat,sector 82,2.85,4,4,3+,North-East,2179.0,1,New Property,Semi-Furnished,4.6,Medium,Low Floor
flat,sector 90,1.76,4,4,3+,North,2020.0,0,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 106,1.0,2,2,3+,North-East,940.0,0,New Property,Furnished,4.3,Low,Low Floor
flat,sector 61,3.6,4,4,3,North,2580.0,1,Moderately Old,Furnished,4.2,Medium,Mid Floor
flat,sector 85,1.78,3,4,3+,West,2179.0,0,New Property,Unfurnished,4.3,Medium,Mid Floor
flat,sector 71,0.98,3,3,3,South-East,1466.0,0,Moderately Old,Unfurnished,3.4,Low,Low Floor
flat,sector 60,2.82,3,3,3,South-East,2400.0,1,Relatively New,Furnished,5.0,Medium,Low Floor
flat,sector 72,3.21,3,4,3+,North-East,2140.0,1,Relatively New,Furnished,4.4,Medium,High Floor
flat,sector 113,1.9,3,2,2,North-East,1285.0,0,Relatively New,Furnished,4.3,Medium,Mid Floor
flat,sector 90,1.19,3,3,2,South-East,1562.0,0,Relatively New,Unfurnished,4.5,Medium,High Floor
flat,sector 81,1.35,3,3,3+,North-East,1438.0,0,Moderately Old,Furnished,5.0,Medium,Mid Floor
flat,sector 69,1.8,4,5,3+,North-East,2200.0,1,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 103,1.35,3,3,3+,North-East,1620.0,0,Relatively New,Furnished,4.0,Medium,Mid Floor
flat,sector 109,1.7,3,3,3+,North-East,2303.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 82,1.6,4,5,3+,South-West,2195.0,1,Relatively New,Unfurnished,4.8,Medium,Mid Floor
flat,sector 60,2.65,3,4,3+,North-East,2037.0,1,Moderately Old,Furnished,5.0,Medium,Mid Floor
flat,sector 85,0.5499,2,2,2,North-East,1050.0,0,Relatively New,Unfurnished,3.8,Medium,Mid Floor
flat,sector 102,1.4,3,3,3,East,1315.0,1,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sector 2,1.26,2,2,3,South-East,1416.0,0,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 107,1.7,4,5,3+,South,2505.0,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 22,4.1,3,3,3+,North-East,2069.0,0,New Property,Semi-Furnished,4.5,Medium,Low Floor
flat,sector 103,1.01,2,2,3,West,1338.0,0,Relatively New,Furnished,4.0,Medium,Mid Floor
flat,sector 99,1.45,3,5,3,North-East,1807.0,1,Relatively New,Furnished,3.25,Low,High Floor
flat,sector 48,1.6,3,3,3+,North,1895.0,0,Old Property,Furnished,4.2,Low,Mid Floor
flat,sector 66,2.99,3,3,3,East,1800.0,1,Relatively New,Furnished,4.8,Low,Mid Floor
flat,sector 102,1.9,3,4,3+,North-East,1757.0,1,Relatively New,Unfurnished,4.9,Medium,High Floor
flat,sector 65,1.75,3,3,3,North-East,1081.0,1,Relatively New,Furnished,4.2,Medium,Mid Floor
flat,sector 90,1.3,3,3,3+,South,1700.0,0,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 67,2.95,3,3,3,North-West,2150.0,1,Relatively New,Furnished,4.5,Medium,Mid Floor
flat,sector 67,3.4,3,4,3,North-West,2016.0,1,Relatively New,Furnished,4.2,Medium,High Floor
flat,sector 67,3.32,3,4,3,North-West,2016.0,1,New Property,Furnished,4.2,Medium,Mid Floor
flat,sector 2,0.95,2,2,3,North-East,1281.0,0,Moderately Old,Furnished,4.4,Low,Low Floor
flat,sector 74,1.55,2,2,3+,South,1300.0,0,Relatively New,Unfurnished,4.3,Medium,High Floor
flat,sector 74,1.54,2,2,3+,South-East,1200.0,0,Relatively New,Unfurnished,4.3,Medium,High Floor
flat,sector 74,2.45,3,3,3+,South-West,1800.0,0,Relatively New,Unfurnished,4.3,Medium,High Floor
flat,sector 104,2.6,3,4,3+,North-East,2061.0,1,Relatively New,Unfurnished,4.8,Low,Mid Floor
flat,sector 85,1.83,3,4,3,North-East,1925.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 85,1.09,2,2,3,North-East,1475.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 85,1.87,3,4,3,North-East,2225.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 85,1.05,2,2,3+,West,1512.0,0,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 85,1.77,3,4,3+,South-West,2179.0,0,New Property,Unfurnished,4.3,Medium,Mid Floor
flat,sector 74,2.2,3,3,3,South,1826.0,0,New Property,Furnished,4.3,Low,High Floor
flat,sector 2,0.6,1,1,1,North-East,665.0,0,Moderately Old,Furnished,4.4,Medium,Mid Floor
flat,sector 47,1.8,4,4,3+,North-West,2857.0,0,Moderately Old,Furnished,4.88,Medium,Mid Floor
flat,manesar,0.64,3,2,3+,East,1696.0,0,Old Property,Unfurnished,4.5,Low,Mid Floor
flat,manesar,0.75,3,3,3+,West,1914.0,1,Moderately Old,Unfurnished,4.5,Low,Mid Floor
flat,sector 65,4.95,3,3,3,North,2816.0,1,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 112,4.25,3,5,2,South,3000.0,1,Relatively New,Unfurnished,4.6,Medium,High Floor
flat,sector 112,5.31,4,6,3+,South,3573.33,1,Relatively New,Unfurnished,4.6,Medium,High Floor
flat,sector 102,1.4,3,3,3,East,1300.0,1,Relatively New,Unfurnished,4.6,Low,Mid Floor
flat,sector 112,2.8,2,3,2,South-East,1939.03,1,Relatively New,Unfurnished,4.6,Medium,Mid Floor
flat,sector 110,4.1,5,5,2,East,3500.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 110,3.4,4,5,3,South-West,3000.0,1,Relatively New,Unfurnished,4.25,Medium,Mid Floor
flat,sector 60,3.05,3,3,3,South-East,2300.0,1,Relatively New,Furnished,5.0,Medium,Mid Floor
flat,sector 72,4.25,4,4,3+,North,2941.0,1,Relatively New,Furnished,4.4,Medium,Low Floor
flat,sector 82,1.16,3,3,3+,South-East,1844.0,1,Relatively New,Furnished,4.5,Medium,Low Floor
flat,sector 51,3.55,5,6,3+,North,5200.0,1,Moderately Old,Furnished,4.5,Medium,High Floor
flat,sector 102,1.8,3,4,3,South-East,1710.0,1,Relatively New,Unfurnished,4.4,Low,High Floor
flat,sector 102,1.75,3,3,3+,East,1465.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 102,1.2,2,2,3,North-East,1073.0,0,Relatively New,Unfurnished,4.4,Low,Low Floor
flat,sector 102,1.52,3,3,3,North-West,1315.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 56,1.55,3,3,3+,North,1900.0,1,Moderately Old,Furnished,4.5,Medium,Mid Floor
flat,sector 81,2.4,3,3,3+,North-East,1650.0,1,Relatively New,Semi-Furnished,4.4,Low,High Floor
flat,sector 81,2.35,3,3,3+,South,1550.0,1,Relatively New,Semi-Furnished,4.4,Low,High Floor
flat,sector 81,2.28,3,3,3+,East,1750.0,1,Relatively New,Semi-Furnished,4.4,Low,High Floor
flat,sector 84,1.1,3,3,2,North,1584.0,0,Relatively New,Unfurnished,3.8,Medium,Mid Floor
flat,sector 81,2.3,3,3,3+,East,1617.0,1,Relatively New,Semi-Furnished,4.4,Low,High Floor
flat,sector 107,1.35,3,4,3+,South,1950.0,1,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 104,2.45,3,4,3+,South,2131.0,1,Relatively New,Furnished,4.8,Low,High Floor
flat,sector 107,0.9,2,2,3,South,1281.0,0,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 65,2.8,4,4,3,South,2194.0,1,Relatively New,Furnished,4.5,Medium,Low Floor
flat,sector 50,1.4,3,3,2,East,1245.0,0,Relatively New,Furnished,4.6,Medium,Mid Floor
flat,sector 2,1.36,3,3,3+,South-West,1611.0,0,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 2,0.985,2,2,3,East,1281.0,0,Moderately Old,Unfurnished,4.4,Medium,Low Floor
flat,sector 2,0.562,1,1,2,South,723.0,0,Moderately Old,Unfurnished,4.4,Medium,Mid Floor
flat,sector 84,2.2,4,4,3,South,3222.0,1,Relatively New,Unfurnished,4.4,Low,Mid Floor
flat,manesar,1.2,3,3,3+,North-West,2944.0,1,Moderately Old,Unfurnished,4.2,Low,Mid Floor
flat,sector 103,1.33,3,3,3+,East,1671.0,0,Relatively New,Unfurnished,4.0,Medium,Mid Floor
flat,sector 37,0.87,2,3,3+,North-East,1428.0,0,New Property,Unfurnished,4.25,Low,Mid Floor
flat,sector 85,1.09,2,2,3,South-West,1638.0,0,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 66,3.0,3,3,2,East,1720.0,1,Relatively New,Unfurnished,4.8,Medium,High Floor
flat,sector 83,1.75,3,3,3+,East,1549.0,1,Relatively New,Unfurnished,4.4,Medium,High Floor
flat,sector 83,1.75,3,3,3,North-West,1549.0,1,Relatively New,Furnished,4.4,Medium,Mid Floor
flat,sector 60,3.8,4,5,3,East,2791.0,1,Moderately Old,Furnished,5.0,Medium,High Floor
flat,sector 81,3.5,4,5,3+,North-East,2577.0,1,Relatively New,Semi-Furnished,4.4,Medium,Mid Floor
flat,sector 90,1.78,4,4,3+,South,2000.0,0,Relatively New,Unfurnished,4.5,Medium,Mid Floor
flat,sector 85,1.08,2,2,3,North-East,1200.0,1,New Property,Furnished,4.3,Medium,Mid Floor
flat,sector 85,2.03,4,4,3+,North-East,2225.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 85,1.12,2,2,3,East,1485.0,0,Relatively New,Unfurnished,4.3,Low,Mid Floor
flat,sector 85,2.0,4,5,3+,South-East,2545.0,1,Relatively New,Unfurnished,4.3,Medium,Low Floor
flat,sector 85,1.04,2,3,3+,West,1576.0,0,Relatively New,Unfurnished,4.3,Medium,Mid Floor
flat,sector 85,1.25,3,4,2,North,1900.0,1,Relatively New,Furnished,4.88,Medium,Mid Floor
flat,sector 60,2.05,2,3,2,North-East,1520.0,0,Relatively New,Furnished,5.0,Medium,Low Floor
flat,sector 72,3.19,4,5,3+,North,2376.0,1,Relatively New,Furnished,4.4,Medium,High Floor
