property_type,sector,price_per_sqft,bedRoom,bathroom,balcony,servant room,age_category,furnishing_type,combined_rating,dist_cyber_city_km,luxury_category,floor_category,price
0.0,74.0,6019.0,4,4,3.0,1,0.0,2.0,3,11.703579620081992,1.0,0.0,1.32
0.0,74.0,5532.0,4,4,3.0,1,0.0,2.0,3,11.703579620081992,0.0,2.0,1.3
0.0,74.0,5745.0,4,4,3.0,1,0.0,2.0,3,11.703579620081992,1.0,2.0,1.35
0.0,68.0,10854.0,4,4,3.0,1,3.0,0.0,3,11.333973268769041,0.0,2.0,3.0
0.0,89.0,8294.0,3,3,4.0,0,3.0,0.0,5,17.99082227512503,0.0,2.0,1.6
0.0,50.0,12589.0,4,4,3.0,1,0.0,0.0,4,9.85228261520027,2.0,2.0,3.0
0.0,2.0,3478.0,3,3,4.0,1,0.0,2.0,4,24.68171523417974,1.0,2.0,0.9
0.0,56.0,7955.0,3,4,4.0,1,0.0,0.0,4,6.238294193827314,2.0,2.0,1.75
0.0,5.0,10799.0,3,3,3.0,0,3.0,2.0,4,11.688077620313686,1.0,2.0,2.0
0.0,5.0,10638.0,3,3,3.0,0,3.0,2.0,4,11.688077620313686,1.0,2.0,1.8
0.0,12.0,9169.0,3,3,3.0,0,3.0,2.0,4,8.234325662834179,2.0,2.0,1.6
0.0,14.0,9655.0,3,3,3.0,0,3.0,0.0,4,7.02583253588824,0.0,2.0,1.4
0.0,14.0,8815.0,3,3,4.0,1,3.0,0.0,4,7.02583253588824,2.0,2.0,1.8
0.0,69.0,11489.0,4,4,4.0,1,0.0,0.0,4,12.360901540268934,0.0,2.0,2.7
0.0,89.0,8031.0,3,3,3.0,0,3.0,2.0,5,17.99082227512503,1.0,2.0,1.55
0.0,85.0,6425.0,3,4,2.0,1,3.0,0.0,3,16.990726505283792,2.0,0.0,1.15
0.0,5.0,9030.0,3,3,3.0,0,3.0,0.0,4,11.688077620313686,0.0,2.0,1.49
0.0,5.0,9550.0,3,4,2.0,1,3.0,0.0,4,11.688077620313686,0.0,0.0,1.91
0.0,86.0,8571.0,3,3,3.0,0,0.0,0.0,4,15.577472593050006,2.0,2.0,1.05
0.0,6.0,7443.0,4,6,4.0,1,3.0,2.0,4,9.988958745407531,2.0,2.0,2.14
0.0,23.0,7208.0,2,2,3.0,0,0.0,2.0,4,5.5611513518299125,2.0,0.0,1.02
0.0,23.0,8554.0,1,1,2.0,0,0.0,2.0,4,5.5611513518299125,2.0,2.0,0.556
0.0,63.0,16129.0,2,3,2.0,0,3.0,2.0,5,10.710917975741815,2.0,2.0,2.5
0.0,64.0,11765.0,3,3,3.0,0,0.0,0.0,4,9.325542058746992,2.0,0.0,2.0
0.0,66.0,12813.0,3,4,4.0,0,0.0,0.0,4,10.921657047153026,2.0,2.0,2.2
0.0,11.0,8238.0,3,4,3.0,0,0.0,0.0,4,10.594295381059624,2.0,2.0,1.65
0.0,73.0,9587.0,2,2,2.0,0,0.0,2.0,4,12.87125291025613,2.0,0.0,1.6
0.0,85.0,6538.0,2,2,2.0,0,3.0,0.0,4,16.990726505283792,1.0,1.0,0.85
0.0,5.0,8485.0,3,3,3.0,1,3.0,2.0,4,11.688077620313686,1.0,2.0,1.4
0.0,45.0,14615.0,3,3,2.0,0,2.0,0.0,5,4.4235297248137915,2.0,0.0,2.09
0.0,50.0,12179.0,3,3,4.0,0,2.0,0.0,4,9.85228261520027,2.0,2.0,2.51
0.0,56.0,7953.0,3,3,4.0,1,2.0,0.0,4,6.238294193827314,1.0,2.0,1.69
0.0,23.0,6933.0,2,2,3.0,0,0.0,2.0,4,5.5611513518299125,2.0,0.0,0.981
0.0,11.0,7197.0,4,4,4.0,1,3.0,0.0,4,10.594295381059624,0.0,2.0,2.0
0.0,50.0,9974.0,3,3,3.0,0,2.0,0.0,4,9.85228261520027,2.0,1.0,1.95
0.0,45.0,15419.0,3,3,1.0,0,2.0,0.0,4,4.4235297248137915,2.0,1.0,2.1
0.0,58.0,7750.0,3,3,3.0,1,2.0,0.0,4,7.763932572686242,1.0,2.0,1.55
0.0,50.0,9074.0,3,4,3.0,1,0.0,0.0,4,9.85228261520027,2.0,2.0,1.98
0.0,58.0,8542.0,4,4,4.0,0,0.0,0.0,4,7.763932572686242,1.0,2.0,2.05
0.0,54.0,6087.0,3,3,4.0,0,3.0,0.0,4,6.491042593237041,1.0,2.0,1.4
0.0,12.0,8000.0,3,3,4.0,0,3.0,2.0,4,8.234325662834179,2.0,2.0,1.4
0.0,6.0,9183.0,4,6,4.0,1,3.0,0.0,4,9.988958745407531,0.0,2.0,2.36
0.0,12.0,10645.0,3,3,3.0,0,3.0,0.0,4,8.234325662834179,0.0,0.0,1.65
0.0,15.0,13590.0,3,4,2.0,1,3.0,0.0,4,6.211211068500834,0.0,2.0,2.65
0.0,7.0,9564.0,4,4,4.0,1,3.0,0.0,4,9.444756665310383,0.0,0.0,2.63
0.0,7.0,10465.0,3,4,4.0,1,3.0,0.0,4,9.444756665310383,0.0,2.0,2.25
0.0,7.0,13077.0,4,4,4.0,1,3.0,2.0,4,9.444756665310383,0.0,0.0,2.55
0.0,6.0,7765.0,2,2,3.0,0,3.0,0.0,4,9.988958745407531,0.0,2.0,1.15
0.0,58.0,7250.0,3,3,4.0,1,2.0,2.0,4,7.763932572686242,0.0,2.0,1.45
0.0,7.0,8814.0,4,4,4.0,1,3.0,0.0,4,9.444756665310383,0.0,0.0,2.6
0.0,5.0,9394.0,3,4,3.0,1,3.0,0.0,4,11.688077620313686,0.0,2.0,1.55
0.0,73.0,8451.0,2,2,3.0,0,0.0,2.0,4,12.87125291025613,1.0,2.0,1.2
0.0,73.0,7949.0,3,3,3.0,1,3.0,2.0,4,12.87125291025613,1.0,2.0,1.55
0.0,73.0,8462.0,3,4,3.0,1,3.0,0.0,4,12.87125291025613,1.0,2.0,1.65
0.0,88.0,6402.0,2,2,3.0,0,3.0,2.0,4,16.678635298845226,1.0,2.0,1.05
0.0,94.0,9021.0,3,3,3.0,0,3.0,2.0,4,17.784613471274927,0.0,2.0,1.29
0.0,69.0,7929.0,2,2,2.0,0,3.0,2.0,4,12.360901540268934,1.0,1.0,0.555
0.0,94.0,7636.0,3,3,2.0,0,3.0,2.0,4,17.784613471274927,1.0,0.0,1.26
0.0,88.0,5026.0,4,6,3.0,1,3.0,2.0,4,16.678635298845226,0.0,2.0,1.91
0.0,88.0,5641.0,4,6,3.0,1,3.0,2.0,4,16.678635298845226,0.0,2.0,2.2
0.0,88.0,8257.0,3,4,3.0,0,3.0,2.0,4,16.678635298845226,0.0,0.0,1.98
0.0,88.0,6852.0,2,2,3.0,0,3.0,2.0,4,16.678635298845226,0.0,2.0,1.11
0.0,84.0,10755.0,3,4,4.0,1,3.0,1.0,4,18.239734168866327,0.0,0.0,2.25
0.0,87.0,6774.0,3,3,3.0,0,3.0,2.0,3,15.606419725807001,0.0,2.0,1.05
0.0,85.0,11439.0,4,4,4.0,0,3.0,2.0,4,16.990726505283792,1.0,1.0,2.6
0.0,88.0,8320.0,2,2,3.0,0,1.0,2.0,4,16.678635298845226,0.0,0.0,1.04
0.0,94.0,7167.0,3,3,2.0,0,3.0,2.0,4,17.784613471274927,1.0,0.0,1.25
0.0,16.0,12134.0,3,3,2.0,0,3.0,0.0,4,7.403877093236538,0.0,0.0,3.4
0.0,94.0,7340.0,3,3,3.0,1,0.0,2.0,4,17.784613471274927,1.0,3.0,1.25
0.0,89.0,8283.0,2,2,1.0,1,1.0,2.0,4,17.99082227512503,1.0,2.0,0.415
0.0,86.0,6024.0,2,2,2.0,0,3.0,0.0,4,15.577472593050006,2.0,0.0,0.75
0.0,94.0,7222.0,4,4,4.0,1,0.0,2.0,4,17.784613471274927,1.0,0.0,1.7
0.0,95.0,6641.0,2,2,2.0,0,3.0,2.0,4,19.432123901520796,2.0,2.0,0.87
0.0,94.0,10417.0,3,3,3.0,1,0.0,2.0,4,17.784613471274927,2.0,0.0,1.25
0.0,84.0,11233.0,3,4,4.0,1,3.0,2.0,4,18.239734168866327,2.0,0.0,2.35
0.0,7.0,7555.0,3,4,4.0,1,3.0,2.0,4,9.444756665310383,0.0,0.0,1.73
0.0,9.0,8818.0,2,2,3.0,0,1.0,0.0,4,9.080697225898227,0.0,2.0,0.97
0.0,9.0,7297.0,4,4,4.0,1,3.0,0.0,4,9.080697225898227,0.0,0.0,1.35
0.0,99.0,6610.0,3,5,3.0,1,1.0,2.0,3,12.749467120010372,2.0,0.0,1.32
0.0,100.0,5608.0,2,2,3.0,0,3.0,2.0,4,10.315343042261606,0.0,2.0,0.715
0.0,100.0,5420.0,2,2,2.0,0,3.0,0.0,4,10.315343042261606,0.0,2.0,0.78
0.0,67.0,16960.0,3,4,3.0,1,3.0,2.0,5,10.356984533706918,1.0,2.0,5.5
0.0,84.0,14375.0,3,4,4.0,1,3.0,1.0,4,18.239734168866327,0.0,0.0,2.3
0.0,98.0,3152.0,2,2,2.0,0,3.0,2.0,4,19.467363206073667,2.0,2.0,0.43
0.0,10.0,6421.0,2,2,3.0,0,3.0,0.0,4,11.184849992510118,0.0,2.0,0.985
0.0,10.0,5857.0,2,2,4.0,0,3.0,0.0,4,11.184849992510118,0.0,2.0,0.8
0.0,7.0,8413.0,4,4,4.0,1,3.0,2.0,4,9.444756665310383,0.0,2.0,2.65
0.0,45.0,14242.0,3,3,2.0,0,2.0,0.0,5,4.4235297248137915,2.0,1.0,2.35
0.0,10.0,8836.0,3,3,4.0,0,3.0,0.0,4,11.184849992510118,0.0,1.0,1.29
0.0,7.0,7991.0,3,4,4.0,1,3.0,2.0,4,9.444756665310383,0.0,2.0,1.83
0.0,10.0,5887.0,3,4,4.0,1,3.0,0.0,4,11.184849992510118,0.0,2.0,1.39
0.0,86.0,6455.0,3,3,2.0,1,3.0,0.0,4,15.577472593050006,0.0,2.0,1.12
0.0,11.0,4762.0,2,2,2.0,0,3.0,0.0,3,10.594295381059624,0.0,2.0,0.65
0.0,95.0,6466.0,3,4,4.0,1,3.0,2.0,4,19.432123901520796,2.0,2.0,1.5
0.0,95.0,6975.0,4,4,3.0,1,3.0,2.0,4,19.432123901520796,2.0,2.0,1.9
0.0,52.0,11228.0,3,3,3.0,0,0.0,0.0,4,9.072597202187925,0.0,2.0,2.35
0.0,23.0,8163.0,1,1,1.0,0,0.0,0.0,4,5.5611513518299125,2.0,2.0,0.6
0.0,31.0,14599.0,3,3,1.0,0,2.0,0.0,4,2.3586610749369834,2.0,0.0,2.0
0.0,77.0,11002.0,2,2,4.0,0,3.0,2.0,4,12.066951512075823,0.0,2.0,1.57
0.0,39.0,7251.0,3,3,4.0,1,1.0,2.0,4,11.022736662002515,1.0,2.0,1.44
0.0,39.0,7250.0,3,3,3.0,0,1.0,2.0,4,11.022736662002515,1.0,2.0,1.26
0.0,70.0,8537.0,2,2,2.0,0,1.0,0.0,4,12.476058817032778,2.0,0.0,1.05
0.0,55.0,19003.0,4,4,3.0,1,0.0,0.0,3,5.956010036535056,2.0,2.0,6.44
0.0,65.0,18000.0,4,4,4.0,1,3.0,0.0,4,9.6830758001837,2.0,0.0,7.56
0.0,45.0,15510.0,3,3,4.0,1,0.0,0.0,4,4.4235297248137915,2.0,1.0,3.8
0.0,56.0,24963.0,4,4,2.0,1,0.0,1.0,5,6.238294193827314,2.0,2.0,6.75
0.0,94.0,4962.0,2,2,3.0,0,3.0,0.0,4,17.784613471274927,1.0,0.0,0.645
0.0,12.0,8140.0,3,4,4.0,1,3.0,2.0,4,8.234325662834179,0.0,2.0,1.75
0.0,58.0,8324.0,3,4,4.0,1,2.0,0.0,4,7.763932572686242,2.0,2.0,1.54
0.0,5.0,8485.0,3,3,3.0,1,3.0,0.0,4,11.688077620313686,2.0,2.0,1.4
0.0,5.0,10601.0,2,2,2.0,0,3.0,2.0,4,11.688077620313686,2.0,0.0,0.97
0.0,5.0,9934.0,2,2,2.0,0,3.0,2.0,4,11.688077620313686,2.0,2.0,1.35
0.0,5.0,9011.0,3,4,4.0,1,3.0,0.0,4,11.688077620313686,2.0,0.0,1.75
0.0,6.0,7652.0,4,6,4.0,1,3.0,0.0,4,9.988958745407531,2.0,2.0,2.2
0.0,11.0,14040.0,3,3,3.0,0,3.0,2.0,4,10.594295381059624,1.0,0.0,2.45
0.0,9.0,6369.0,4,6,4.0,1,3.0,2.0,4,9.080697225898227,0.0,0.0,1.5
0.0,17.0,10825.0,3,4,4.0,1,3.0,2.0,4,7.296451285525138,1.0,2.0,2.4
0.0,17.0,11051.0,3,3,4.0,0,3.0,2.0,4,7.296451285525138,0.0,2.0,2.45
0.0,17.0,14286.0,3,3,4.0,1,3.0,2.0,4,7.296451285525138,0.0,2.0,3.0
0.0,17.0,10450.0,3,2,2.0,0,3.0,2.0,4,7.296451285525138,1.0,2.0,1.65
0.0,9.0,6354.0,2,2,4.0,0,3.0,2.0,4,9.080697225898227,1.0,2.0,0.88
0.0,9.0,6354.0,2,2,4.0,0,3.0,2.0,4,9.080697225898227,1.0,1.0,0.88
0.0,9.0,7273.0,3,4,4.0,1,3.0,2.0,4,9.080697225898227,1.0,0.0,1.28
0.0,9.0,9551.0,4,5,4.0,1,3.0,2.0,4,9.080697225898227,1.0,2.0,1.34
0.0,9.0,5605.0,4,5,4.0,1,3.0,2.0,4,9.080697225898227,1.0,0.0,1.32
0.0,9.0,6406.0,3,4,4.0,1,3.0,2.0,4,9.080697225898227,1.0,0.0,1.13
0.0,99.0,7150.0,4,5,4.0,1,3.0,2.0,3,12.749467120010372,1.0,1.0,1.38
0.0,99.0,5809.0,3,3,3.0,1,3.0,2.0,3,12.749467120010372,1.0,2.0,1.16
0.0,17.0,12534.0,3,3,3.0,1,1.0,2.0,4,7.296451285525138,0.0,2.0,2.33
0.0,17.0,11338.0,3,4,3.0,1,1.0,2.0,4,7.296451285525138,0.0,0.0,3.05
0.0,86.0,6838.0,3,2,1.0,1,3.0,1.0,4,15.577472593050006,0.0,2.0,1.25
0.0,81.0,7716.0,3,3,2.0,0,3.0,0.0,4,9.6830758001837,0.0,1.0,1.25
0.0,86.0,5983.0,3,3,2.0,1,3.0,0.0,4,15.577472593050006,0.0,0.0,1.05
0.0,81.0,8389.0,3,3,3.0,0,3.0,2.0,4,9.6830758001837,0.0,0.0,1.25
0.0,81.0,12731.0,3,3,3.0,0,3.0,0.0,4,9.6830758001837,2.0,0.0,1.1
0.0,86.0,11872.0,3,3,3.0,1,3.0,0.0,4,15.577472593050006,0.0,0.0,1.3
0.0,87.0,8769.0,4,4,4.0,1,3.0,2.0,4,15.606419725807001,2.0,2.0,2.28
0.0,88.0,12371.0,2,2,2.0,1,3.0,2.0,4,16.678635298845226,2.0,2.0,1.2
0.0,88.0,13319.0,2,2,3.0,0,3.0,2.0,4,16.678635298845226,2.0,0.0,1.22
0.0,88.0,12472.0,2,2,3.0,0,3.0,2.0,4,16.678635298845226,2.0,0.0,1.1
0.0,88.0,11967.0,2,2,3.0,0,3.0,2.0,4,16.678635298845226,2.0,0.0,1.15
0.0,81.0,13841.0,3,3,3.0,0,3.0,0.0,4,9.6830758001837,0.0,0.0,1.2
0.0,86.0,8140.0,3,3,3.0,1,3.0,0.0,4,15.577472593050006,0.0,1.0,1.4
0.0,86.0,6268.0,3,3,2.0,0,3.0,0.0,4,15.577472593050006,0.0,2.0,1.1
0.0,86.0,5747.0,3,3,2.0,0,3.0,0.0,4,15.577472593050006,0.0,1.0,1.0
0.0,87.0,7904.0,3,4,3.0,1,3.0,2.0,4,15.606419725807001,2.0,0.0,1.52
0.0,86.0,9474.0,3,4,3.0,1,3.0,0.0,4,15.577472593050006,0.0,2.0,1.8
0.0,86.0,8649.0,3,3,4.0,1,3.0,0.0,4,15.577472593050006,0.0,2.0,1.6
0.0,81.0,8540.0,3,4,3.0,1,3.0,0.0,4,9.6830758001837,0.0,0.0,1.55
0.0,81.0,8025.0,3,3,2.0,0,3.0,2.0,4,9.6830758001837,0.0,2.0,1.3
0.0,84.0,8459.0,3,4,4.0,1,3.0,0.0,5,18.239734168866327,2.0,2.0,2.25
0.0,50.0,11629.0,5,5,4.0,1,3.0,2.0,4,9.85228261520027,1.0,0.0,4.79
0.0,94.0,6460.0,3,3,3.0,0,3.0,0.0,4,17.784613471274927,1.0,2.0,1.25
0.0,95.0,7407.0,3,3,4.0,0,3.0,2.0,4,19.432123901520796,2.0,2.0,1.4
0.0,91.0,6680.0,3,3,4.0,1,3.0,2.0,4,14.818928591501624,2.0,2.0,1.38
0.0,91.0,7259.0,3,3,4.0,0,3.0,2.0,4,14.818928591501624,2.0,2.0,1.3
0.0,81.0,6653.0,2,2,2.0,0,3.0,2.0,4,9.6830758001837,1.0,2.0,1.0
0.0,91.0,6897.0,2,2,3.0,0,3.0,2.0,4,14.818928591501624,2.0,2.0,1.0
0.0,91.0,7269.0,2,2,2.0,0,3.0,2.0,4,14.818928591501624,2.0,2.0,0.95
0.0,68.0,12568.0,2,3,3.0,1,3.0,0.0,5,11.333973268769041,2.0,0.0,1.85
0.0,79.0,8462.0,4,3,3.0,1,3.0,2.0,4,16.16370147099269,2.0,2.0,1.65
0.0,10.0,6331.0,3,3,3.0,0,3.0,2.0,4,11.184849992510118,2.0,2.0,1.32
0.0,10.0,6649.0,2,2,3.0,0,3.0,2.0,4,11.184849992510118,2.0,2.0,1.02
0.0,12.0,6154.0,4,5,3.0,0,3.0,2.0,4,8.234325662834179,2.0,2.0,1.88
0.0,5.0,9307.0,3,4,3.0,1,3.0,2.0,4,11.688077620313686,2.0,0.0,2.15
0.0,15.0,11727.0,3,4,2.0,1,0.0,2.0,4,6.211211068500834,2.0,2.0,2.58
0.0,15.0,13235.0,3,3,2.0,0,3.0,2.0,4,6.211211068500834,2.0,0.0,2.25
0.0,12.0,8140.0,3,4,4.0,1,3.0,2.0,4,8.234325662834179,2.0,2.0,1.75
0.0,11.0,6078.0,2,3,3.0,0,3.0,2.0,4,10.594295381059624,2.0,2.0,0.93
0.0,16.0,12623.0,3,5,4.0,1,3.0,0.0,4,7.403877093236538,1.0,2.0,4.75
0.0,81.0,8000.0,3,4,4.0,1,3.0,0.0,3,9.6830758001837,0.0,2.0,1.72
0.0,75.0,19286.0,4,4,4.0,1,1.0,0.0,4,10.518733742236972,0.0,1.0,6.75
0.0,65.0,16003.0,2,2,2.0,0,1.0,1.0,4,9.6830758001837,0.0,2.0,2.45
0.0,88.0,6934.0,4,5,4.0,0,3.0,2.0,4,16.678635298845226,2.0,2.0,2.2
0.0,75.0,15648.0,4,4,4.0,1,1.0,0.0,4,10.518733742236972,0.0,3.0,5.25
0.0,75.0,11364.0,4,4,4.0,1,1.0,0.0,4,10.518733742236972,0.0,1.0,5.0
0.0,75.0,11111.0,4,4,4.0,1,0.0,0.0,4,10.518733742236972,0.0,1.0,5.0
0.0,17.0,16364.0,3,4,4.0,1,3.0,0.0,4,7.296451285525138,1.0,2.0,2.7
0.0,49.0,10323.0,4,4,4.0,1,0.0,0.0,4,10.520480675103999,0.0,0.0,2.65
0.0,25.0,11957.0,2,2,2.0,0,3.0,1.0,4,2.6223407766988527,0.0,2.0,1.65
0.0,25.0,13710.0,3,3,3.0,0,3.0,1.0,4,2.6223407766988527,0.0,2.0,2.55
0.0,25.0,13710.0,3,3,3.0,0,3.0,1.0,4,2.6223407766988527,1.0,2.0,2.55
0.0,25.0,13916.0,3,4,4.0,1,3.0,1.0,4,2.6223407766988527,2.0,2.0,4.3
0.0,71.0,8458.0,4,4,2.0,1,3.0,2.0,4,12.058742283544236,0.0,2.0,1.7
0.0,25.0,17391.0,2,2,2.0,0,3.0,1.0,4,2.6223407766988527,2.0,2.0,2.4
0.0,39.0,5513.0,2,3,4.0,0,3.0,2.0,4,11.022736662002515,2.0,2.0,0.87
0.0,39.0,7090.0,3,3,3.0,0,3.0,2.0,4,11.022736662002515,1.0,2.0,1.25
0.0,39.0,5455.0,3,5,4.0,1,3.0,2.0,4,11.022736662002515,1.0,2.0,0.99
0.0,5.0,8424.0,3,3,3.0,1,3.0,0.0,4,11.688077620313686,1.0,2.0,1.39
0.0,52.0,10365.0,3,3,4.0,1,0.0,2.0,4,9.072597202187925,0.0,2.0,2.7
0.0,39.0,7987.0,4,4,3.0,0,3.0,0.0,4,11.022736662002515,2.0,2.0,1.75
0.0,39.0,7074.0,4,3,4.0,0,3.0,0.0,4,11.022736662002515,2.0,0.0,1.55
0.0,39.0,7303.0,4,3,4.0,0,3.0,0.0,4,11.022736662002515,2.0,2.0,1.6
0.0,12.0,8000.0,3,3,4.0,0,3.0,2.0,4,8.234325662834179,1.0,2.0,1.4
0.0,73.0,9351.0,3,3,3.0,0,3.0,2.0,4,12.87125291025613,0.0,2.0,1.8
0.0,10.0,5961.0,4,5,4.0,1,3.0,2.0,4,11.184849992510118,1.0,0.0,1.65
0.0,35.0,14992.0,3,5,4.0,1,2.0,0.0,4,4.789822511420023,0.0,0.0,3.55
0.0,45.0,26087.0,4,4,4.0,1,2.0,0.0,4,4.4235297248137915,0.0,0.0,6.0
0.0,49.0,10251.0,3,4,3.0,0,0.0,0.0,4,10.520480675103999,2.0,2.0,1.8
0.0,73.0,10638.0,3,4,3.0,1,3.0,0.0,4,12.87125291025613,0.0,2.0,2.5
0.0,41.0,6383.0,4,3,3.0,1,2.0,1.0,4,6.907007586118708,1.0,2.0,1.5
0.0,86.0,5699.0,3,2,2.0,0,0.0,2.0,4,15.577472593050006,2.0,1.0,1.04
0.0,69.0,8968.0,2,2,1.0,0,3.0,0.0,4,12.360901540268934,1.0,2.0,0.53
0.0,73.0,8410.0,3,5,3.0,1,3.0,2.0,4,12.87125291025613,2.0,2.0,1.64
0.0,67.0,14684.0,4,4,4.0,1,3.0,0.0,4,10.356984533706918,0.0,2.0,2.9
0.0,67.0,14303.0,3,3,3.0,1,3.0,0.0,4,10.356984533706918,0.0,1.0,2.36
0.0,56.0,30180.0,3,4,4.0,1,0.0,1.0,5,6.238294193827314,0.0,2.0,4.85
0.0,86.0,6313.0,3,3,2.0,1,3.0,2.0,4,15.577472593050006,2.0,1.0,1.25
0.0,94.0,4718.0,3,3,2.0,0,3.0,0.0,4,17.784613471274927,1.0,2.0,0.92
0.0,84.0,12802.0,3,3,3.0,1,3.0,0.0,4,18.239734168866327,1.0,0.0,2.7
0.0,94.0,5178.0,2,3,2.0,0,3.0,0.0,4,17.784613471274927,1.0,2.0,0.7
0.0,88.0,7180.0,2,2,2.0,0,3.0,0.0,4,16.678635298845226,1.0,0.0,1.25
0.0,88.0,8179.0,4,4,4.0,1,3.0,2.0,4,16.678635298845226,1.0,2.0,2.3
0.0,88.0,8306.0,3,4,3.0,1,3.0,2.0,4,16.678635298845226,1.0,2.0,2.0
0.0,86.0,6225.0,3,3,2.0,0,3.0,2.0,4,15.577472593050006,1.0,0.0,1.08
0.0,67.0,12401.0,3,3,3.0,1,3.0,1.0,4,10.356984533706918,0.0,2.0,1.73
0.0,67.0,20602.0,2,2,2.0,0,3.0,2.0,4,10.356984533706918,2.0,2.0,1.3
0.0,67.0,14430.0,4,4,4.0,1,3.0,0.0,4,10.356984533706918,0.0,1.0,2.85
0.0,67.0,13636.0,3,3,4.0,1,3.0,2.0,4,10.356984533706918,0.0,2.0,2.25
0.0,67.0,14242.0,3,3,3.0,1,3.0,0.0,4,10.356984533706918,0.0,1.0,2.35
0.0,67.0,16970.0,4,4,3.0,0,3.0,0.0,4,10.356984533706918,2.0,1.0,2.8
0.0,67.0,16207.0,3,3,3.0,1,3.0,0.0,4,10.356984533706918,1.0,1.0,2.35
0.0,67.0,13924.0,4,4,3.0,1,3.0,0.0,4,10.356984533706918,2.0,2.0,2.75
0.0,67.0,14303.0,3,3,3.0,1,3.0,0.0,4,10.356984533706918,2.0,1.0,2.36
0.0,68.0,14108.0,4,4,4.0,1,3.0,0.0,4,11.333973268769041,0.0,1.0,3.4
0.0,79.0,5961.0,2,2,2.0,0,3.0,0.0,4,16.16370147099269,1.0,2.0,0.8
0.0,1.0,10999.0,4,4,4.0,1,3.0,2.0,4,9.007287461251584,1.0,2.0,7.0
0.0,52.0,9590.0,3,4,4.0,1,0.0,0.0,4,9.072597202187925,0.0,2.0,1.8
0.0,52.0,10685.0,3,4,4.0,1,0.0,0.0,4,9.072597202187925,0.0,2.0,2.65
0.0,86.0,7000.0,3,3,3.0,0,3.0,2.0,4,15.577472593050006,2.0,2.0,1.05
0.0,52.0,10479.0,3,3,4.0,0,0.0,0.0,4,9.072597202187925,0.0,0.0,1.88
0.0,87.0,7497.0,2,2,3.0,0,3.0,0.0,4,15.606419725807001,1.0,2.0,1.15
0.0,86.0,5565.0,4,4,3.0,1,3.0,2.0,4,15.577472593050006,1.0,2.0,1.33
0.0,52.0,9591.0,3,4,2.0,1,3.0,0.0,5,9.072597202187925,0.0,0.0,2.6
0.0,52.0,11401.0,3,3,4.0,1,0.0,0.0,4,9.072597202187925,0.0,2.0,2.97
0.0,71.0,8955.0,4,4,2.0,0,3.0,0.0,4,12.058742283544236,0.0,2.0,1.8
0.0,71.0,8856.0,4,4,2.0,0,3.0,0.0,4,12.058742283544236,0.0,2.0,1.78
0.0,71.0,9632.0,3,3,2.0,0,3.0,0.0,4,12.058742283544236,0.0,2.0,1.52
0.0,71.0,9823.0,3,3,2.0,0,3.0,0.0,4,12.058742283544236,0.0,2.0,1.55
0.0,89.0,8031.0,3,3,1.0,0,3.0,0.0,5,17.99082227512503,0.0,0.0,1.55
0.0,86.0,8547.0,1,1,1.0,0,3.0,1.0,4,15.577472593050006,1.0,2.0,0.4
0.0,73.0,11163.0,3,3,3.0,1,3.0,2.0,4,12.87125291025613,2.0,0.0,2.4
0.0,85.0,8754.0,3,3,3.0,1,3.0,0.0,4,16.990726505283792,0.0,0.0,1.37
0.0,50.0,11773.0,3,4,3.0,1,0.0,0.0,4,9.85228261520027,0.0,0.0,2.65
0.0,7.0,6388.0,3,4,4.0,1,3.0,0.0,3,9.444756665310383,2.0,2.0,1.16
0.0,7.0,5833.0,3,4,4.0,1,3.0,0.0,3,9.444756665310383,2.0,2.0,1.05
0.0,7.0,5000.0,4,5,4.0,1,3.0,2.0,3,9.444756665310383,2.0,1.0,1.35
0.0,7.0,5015.0,4,5,4.0,1,3.0,2.0,3,9.444756665310383,2.0,1.0,1.35
0.0,68.0,14615.0,3,3,3.0,0,3.0,0.0,4,11.333973268769041,2.0,0.0,2.85
0.0,87.0,6003.0,2,2,1.0,0,3.0,2.0,4,15.606419725807001,1.0,2.0,0.35
0.0,10.0,6442.0,2,2,4.0,0,3.0,2.0,4,11.184849992510118,2.0,2.0,0.88
0.0,5.0,9306.0,3,4,4.0,0,3.0,0.0,4,11.688077620313686,1.0,2.0,2.4
0.0,63.0,12816.0,4,5,3.0,1,3.0,0.0,5,10.710917975741815,1.0,0.0,3.6
0.0,1.0,14019.0,4,4,4.0,1,1.0,0.0,4,9.007287461251584,1.0,0.0,7.5
0.0,17.0,11364.0,2,2,2.0,0,3.0,2.0,4,7.296451285525138,2.0,2.0,1.45
0.0,52.0,11768.0,3,3,4.0,0,0.0,0.0,4,9.072597202187925,0.0,2.0,2.35
0.0,85.0,6568.0,2,2,2.0,0,3.0,0.0,4,16.990726505283792,2.0,0.0,0.9425
0.0,85.0,6192.0,2,2,2.0,0,3.0,0.0,4,16.990726505283792,2.0,0.0,0.805
0.0,52.0,12445.0,3,4,4.0,1,0.0,0.0,4,9.072597202187925,0.0,2.0,3.1
0.0,85.0,6411.0,3,3,4.0,1,3.0,0.0,4,16.990726505283792,2.0,0.0,1.39
0.0,85.0,6533.0,2,2,4.0,0,3.0,0.0,4,16.990726505283792,2.0,2.0,0.9375
0.0,85.0,5934.0,2,2,2.0,0,3.0,0.0,4,16.990726505283792,2.0,1.0,0.775
